# Christmas-specific items which can be created through combination.
# Seal-clubber items are also included in this list.

balloon monkey	1	0	balloon sword	long skinny balloon
balloon sword	1	0	balloon helmet	long skinny balloon
cocoa egg	2	0	large cocoa eggshell fragment	large cocoa eggshell fragment
fertilized ghuol egg	1	0	ghuol egg	Spooky-Gro fertilizer
goat	1	0	anticheese	goat cheese
hovering sombrero	1	0	irate sombrero	poultrygeist
large cocoa eggshell fragment	2	0	cocoa eggshell fragment	cocoa eggshell fragment
one-winged stab bat	1	0	batblade	bat wing
pirate skull	1	0	eyepatch	brainy skull
pregnant mushroom	2	0	Knob mushroom	fairy gravy
rewinged stab bat	1	0	bat wing	one-winged stab bat
sabre-toothed lime cub	1	0	lime	sabre teeth


# Box parts and things that go into boxes or become boxes or are involved
# in some way with boxes and the things that become/go into them.

bartender skull	1	0	brainy skull	beer goggles
bartender-in-the-box	1	0	bartender-skull-in-the-box	cocktailcrafting kit
bartender-skull-in-the-box	1	0	nothing-in-the-box	bartender skull
beer goggles	1	0	beer lens	beer lens
box-in-the-box	1	0	box	nothing-in-the-box
box-in-the-box-in-the-box	1	0	box	nothing-in-the-box-in-the-box
brainy skull	1	0	disembodied brain	smart skull
chef skull	1	0	brainy skull	chef's hat
chef-in-the-box	1	0	chef-skull-in-the-box	E-Z Cook Oven&trade;
chef-skull-in-the-box	1	0	nothing-in-the-box	chef skull
nothing-in-the-box	1	0	box	spring
nothing-in-the-box-in-the-box	1	0	box-in-the-box	spring
sprocket assembly	1	0	sprocket	spring


# Items created by combining letters and/or numbers.

31337 scroll	1	0	30669 scroll	668 scroll
64067 scroll	1	0	30669 scroll	33398 scroll
64735 scroll	1	0	64067 scroll	668 scroll
668 scroll	1	0	334 scroll	334 scroll
ND	1	0	lowercase N	heavy D
NG	1	0	lowercase N	original G
WA	1	0	metallic A	ruby W
Wand of Nagamar	1	0	WA	ND
wang	1	0	WA	NG


# Items with no remembered purpose.

Pasta of Peril	1	0	spaghetti with rock-balls	pasta spoon
pie crust	2	0	Gnollish pie tin	wad of dough
seal-toothed rock	1	0	big rock	seal tooth
spaghetti with rock-balls	1	0	big rock	ravioli hat
turtle factory	1	0	big rock	tortoise's blessing


# Burritos, pizza and statue lime pies.  These are a class all their own
# because of their popularity.  Other really popular items, like spectral
# pickles, are also included.

bean burrito	2	0	flat dough	beans
Boris's key lime	2	0	Boris's key	lime
Boris's key lime pie	2	0	Boris's key lime	pie crust
briny vinegar	2	0	brine	vinegar
enchanted bean burrito	2	0	flat dough	enchanted bean
flat dough	11	0	wad of dough
flower petal pie	2	0	pretty flower	pie crust
ghostly pickling solution	2	0	briny vinegar	dill
goat cheese pizza	2	0	plain pizza	goat cheese
herb brownies	2	0	herbs	Uncle Jick's Brownie Mix
hippy herbal tea	2	0	guano coffee cup	herbs
insanely spicy bean burrito	2	0	spicy bean burrito	jaba&ntilde;ero pepper
insanely spicy enchanted bean burrito	2	0	spicy enchanted bean burrito	jaba&ntilde;ero pepper
insanely spicy jumping bean burrito	2	0	spicy jumping bean burrito	jaba&ntilde;ero pepper
Jarlsberg's key lime	2	0	Jarlsberg's key	lime
Jarlsberg's key lime pie	2	0	Jarlsberg's key lime	pie crust
jumping bean burrito	2	0	flat dough	jumping beans
Lucky Surprise Egg	2	0	ten-leaf clover	cocoa egg
mushroom pizza	2	0	plain pizza	Knob mushroom
plain pizza	2	0	flat dough	tomato
sausage pizza	2	0	plain pizza	Knob sausage
spicy bean burrito	2	0	bean burrito	spices
spicy enchanted bean burrito	2	0	enchanted bean burrito	spices
spicy jumping bean burrito	2	0	jumping bean burrito	spices
Sneaky Pete's key lime	2	0	Sneaky Pete's key	lime
Sneaky Pete's key lime pie	2	0	Sneaky Pete's key lime	pie crust
spectral pickle	2	0	ghost cucumber	ghostly pickling solution


# Other recipes which aren't popular but can be created.  There is no
# real reason why they aren't popular - they just aren't.

bat haggis	2	0	batgut	spices
bat wing kabob	2	0	bat wing	skewer
carob brownies	2	0	carob chunks	Uncle Jick's Brownie Mix
carob chunk cookies	2	0	carob chunks	wad of dough
chorizo taco	2	0	uncooked chorizo	taco shell
ghuol egg quiche	2	0	ghuol egg	pie crust
ghuol-ear kabob	2	0	ghuol ears	skewer
Knob shroomkabob	2	0	Knob mushroom	skewer
Knoll shroomkabob	2	0	Knoll mushroom	skewer
lihc eye pie	2	0	lihc eye	pie crust
menudo	2	0	catgut	spices
papaya taco	2	0	papaya	taco shell
pr0n cocktail	2	0	pr0n legs	ketchup
rat appendix-kabob	2	0	rat appendix	skewer
skewered cat appendix	2	0	cat appendix	skewer
spooky shroomkabob	2	0	spooky mushroom	skewer
stuffed spooky mushroom	2	0	spooky mushroom	goat cheese
tofu casserole	2	0	wad of tofu	Gnollish casserole dish
white chocolate chip cookies	2	0	white chocolate chips	wad of dough


# Standard, tier 1 and tier 2 beverages.  Nothing special about
# these mixtures except everyone can make them.

bloody beer	3	0	tomato	ice-cold beer
bloody mary	3	0	tomato	bottle of vodka
eggnog	3	0	ghuol egg	spiced rum
fine wine	3	0	grapes	fermenting powder
papaya sling	3	0	papaya	bottle of gin
shot of flower schnapps	3	0	fermenting powder	pretty flower
shot of grapefruit schnapps	3	0	grapefruit	fermenting powder
shot of orange schnapps	3	0	orange	fermenting powder
shot of tomato schnapps	3	0	fermenting powder	tomato


# Tier 3 and tier 4 beverages which can be made by anyone.  These are
# believed to be the best creatable drinks without buying a DB's skills or
# using a tiny plastic sword.

extra-spicy bloody mary	3	0	bloody mary	spices
especially salty dog	3	0	salty dog	brine
margarita	3	0	bottle of tequila	lemon
martini	3	0	bottle of gin	olive
monkey wrench	3	0	bottle of rum	grapefruit
salty dog	3	0	bottle of gin	grapefruit
rum and cola	3	0	bottle of rum	Dyspepsi-Cola
screwdriver	3	0	bottle of vodka	orange
spiced rum	3	0	bottle of rum	spices
strawberry daiquiri	3	0	bottle of rum	strawberry
strawberry wine	3	0	boxed wine	strawberry
tequila sunrise	3	0	bottle of tequila	orange
vodka and cranberry	3	0	bottle of vodka	cranberries
vodka martini	3	0	bottle of vodka	olive
whiskey and cola	3	0	bottle of whiskey	Dyspepsi-Cola
whiskey and soda	3	0	bottle of whiskey	soda water
whiskey sour	3	0	bottle of whiskey	lemon
white Canadian	3	0	bottle of vodka	glass of goat's milk
wine spritzer	3	0	boxed wine	soda water


# Tier 3, 4 and 5 beverages which can only be made by DBs.
# These include the popular umbrella, coconut and ice drinks.

a little sump'm sump'm	7	0	martini	little paper umbrella
horizontal tango	7	0	wine spritzer	little paper umbrella
roll in the hay	7	0	whiskey and soda	little paper umbrella
ducha de oro	7	0	tequila sunrise	little paper umbrella

fuzzbump	7	0	whiskey sour	coconut shell
slip 'n' slide	7	0	screwdriver	coconut shell
ocean motion	7	0	monkey wrench	coconut shell
pink pony	7	0	strawberry wine	coconut shell

slap and tickle	7	0	salty dog	magical ice cubes
rockin' wagon	7	0	vodka martini	magical ice cubes
perpendicular hula	7	0	strawberry daiquiri	magical ice cubes
calle de miel	7	0	margarita	magical ice cubes


# Tiny plastic sword drinks which can be made by anyone.  Also
# includes skewered items and subingredients.

grog	3	0	bottle of rum	lime
tequila with training wheels	3	0	bottle of tequila	lime
skewered lime	3	0	lime	tiny plastic sword
grogtini	3	0	grog	skewered lime
bodyslam	3	0	tequila with training wheels	skewered lime

sangria	3	0	boxed wine	cherry
old-fashioned	3	0	bottle of whiskey	cherry
skewered cherry	3	0	cherry	tiny plastic sword
sangria del diablo	3	0	sangria	skewered cherry
cherry bomb	3	0	old-fashioned	skewered cherry

dry martini	3	0	bottle of gin	jumbo olive
dry vodka martini	3	0	bottle of vodka	jumbo olive
skewered jumbo olive	3	0	jumbo olive	tiny plastic sword
dirty martini	3	0	dry martini	skewered jumbo olive
vesper	3	0	dry vodka martini	skewered jumbo olive


# Meat-smithing items that aren't holiday-oriented.  These are
# basic weapons and items.

asbestos crossbow	13	0	asbestos crossbow string	asbestos meat stack
asbestos crossbow string	13	0	crossbow string	asbestos ore
asbestos helmet turtle	14	0	helmet turtle	asbestos meat stack
asbestos meat stack	4	0	asbestos ore	dense meat stack
asbestos staff	13	0	asbestos stick	asbestos meat stack
asbestos stick	13	0	big stick	asbestos ore
asbestos sword	13	0	asbestos meat stack	asbestos sword hilt
asbestos sword hilt	13	0	asbestos ore	sword hilt
basic meat crossbow	4	0	crossbow string	meat stack
basic meat fez	4	0	basic meat helmet	tassel
basic meat foon	4	0	foon	meat stack
basic meat helmet	4	0	meat stack	helmet recipe
basic meat pants	4	0	meat stack	pants kit
basic meat spork	4	0	meat stack	spork
basic meat staff	4	0	big stick	meat stack
basic meat sword	4	0	sword hilt	meat stack
chrome crossbow	13	0	chrome crossbow string	chrome meat stack
chrome crossbow string	13	0	chrome ore	crossbow string
chrome helmet turtle	14	0	chrome meat stack	helmet turtle
chrome meat stack	4	0	dense meat stack	chrome ore
chrome staff	13	0	chrome stick	chrome meat stack
chrome stick	13	0	big stick	chrome ore
chrome sword	13	0	chrome sword hilt	chrome meat stack
chrome sword hilt	13	0	chrome ore	sword hilt
Crimbo hat	4	0	wrapping paper	helmet recipe
Crimbo pants	4	0	wrapping paper	pants kit
Crimbo sword	4	0	wrapping paper	sword hilt
dripping meat crossbow	4	0	basic meat crossbow	ketchup
dripping meat staff	4	0	basic meat staff	ketchup
dripping meat sword	4	0	basic meat sword	ketchup
eXtreme meat crossbow	4	0	basic meat crossbow	stone of eXtreme power
eXtreme meat staff	4	0	basic meat staff	stone of eXtreme power
eXtreme meat sword	4	0	stone of eXtreme power	basic meat sword
eXtreme nose ring	4	0	stone of eXtreme power	piercing post
furry pants	4	0	furry fur	pants kit
hippo skin buckler	14	0	hippopotamus skin	buckler buckle
hippopotamus pants	14	0	hippopotamus skin	pants kit
hippo whip	13	0	hippopotamus skin	whip kit
Kentucky-fried meat crossbow	4	0	secret blend of herbs and spices	basic meat crossbow
Kentucky-fried meat staff	4	0	secret blend of herbs and spices	basic meat staff
Kentucky-fried meat sword	4	0	secret blend of herbs and spices	basic meat sword
linoleum crossbow	13	0	linoleum meat stack	linoleum crossbow string
linoleum crossbow string	13	0	linoleum ore	crossbow string
linoleum helmet turtle	14	0	helmet turtle	linoleum meat stack
linoleum meat stack	4	0	dense meat stack	linoleum ore
linoleum staff	13	0	linoleum meat stack	linoleum stick
linoleum stick	13	0	big stick	linoleum ore
linoleum sword	13	0	linoleum meat stack	linoleum sword hilt
linoleum sword hilt	13	0	linoleum ore	sword hilt
meatloaf helmet	4	0	basic meat helmet	ketchup
penguin shorts	14	0	penguin skin	pants kit
penguin skin buckler	14	0	penguin skin	buckler buckle
penguin whip	13	0	penguin skin	whip kit
sticky meat pants	4	0	really really sticky spider web	basic meat pants
yak skin buckler	14	0	yak skin	buckler buckle
yakskin pants	14	0	yak skin	pants kit
yak whip	13	0	yak skin	whip kit


# Reagent potions.  Not to be confused with reagent broth mixtures
# which can be combined with pasta by pastamancers.

alarming strawberry juice	5	0	scrumptious reagent	strawberry
arse-a'fire elixir	5	0	jaba&ntilde;ero pepper	scrumptious reagent
cosmic lemonade	5	0	lemon	scrumptious reagent
dill potion	5	0	dill	scrumptious reagent
drab potion	5	0	olive	scrumptious reagent
equilibrium juice	5	0	scrumptious reagent	lime
grapefruit juice of powerful power	5	0	grapefruit	scrumptious reagent
maraschino moxiosity potion	5	0	cherry	scrumptious reagent
orangish aphrodisiac	5	0	orange	scrumptious reagent
papotion of papower	5	0	papaya	scrumptious reagent
potion of chalky equality	5	0	scrumptious reagent	cranberries
potion of temporary gr8tness	5	0	scrumptious reagent	gr8ps
tomato smoothie	5	0	tomato	scrumptious reagent
wrath serum	5	0	grapes	scrumptious reagent


# Simple pastamancer recipes.  Available to pastamancers only, and
# creates pasta if you don't have finer ingredients.

boring spaghetti	6	0	dry noodles	tomato
delicious noodles	6	0	dry noodles	herbs
delicious spicy noodles	6	0	dry noodles	secret blend of herbs and spices
painful penne pasta	6	0	dry noodles	jaba&ntilde;ero pepper
pr0n m4nic0tti	6	0	dry noodles	pr0n legs
ravioli della hippy	6	0	wad of tofu	dry noodles
spicy noodles	6	0	dry noodles	spices


# Items involved in the famous pastamancer-sauceror lunch creation
# duo - end items and non-end items.

fancy schmancy cheese sauce	5	0	scrumptious reagent	goat cheese
Hell broth	5	0	scrumptious reagent	hellion cube
Himalayan Hidalgo sauce	5	0	Knob mushroom	scrumptious reagent
sauce of the ages	5	0	Knob sausage	scrumptious reagent
fettucini Inconnu	6	0	fancy schmancy cheese sauce	dry noodles
gnocchetti di Nietzsche	6	0	Himalayan Hidalgo sauce	dry noodles
Hell ramen	6	0	Hell broth	dry noodles
spaghetti with Skullheads	6	0	sauce of the ages	dry noodles


# Stir-fry items.  These are the main ingredients or are sub-ingredients
# of chow mein items.

asparagus stir-fry	2	0	stalk of asparagus	secret blend of herbs and spices
bat wing stir-fry	2	0	bat wing	Knob stir-fry
Knob sausage stir-fry	2	0	Knob sausage	Knoll stir-fry
Knob stir-fry	2	0	Knob mushroom	secret blend of herbs and spices
Knoll stir-fry	2	0	Knoll mushroom	secret blend of herbs and spices
olive stir-fry	2	0	secret blend of herbs and spices	olive
pr0n stir-fry	2	0	pr0n legs	olive stir-fry
rat appendix stir-fry	2	0	rat appendix	spooky stir-fry
secret blend of herbs and spices	2	0	herbs	spices
spooky stir-fry	2	0	spooky mushroom	secret blend of herbs and spices
tofu stir-fry	2	0	wad of tofu	asparagus stir-fry


# Easily the most popular food items in the game (next to spectral
# pickles), these are the stir-fry chow meins in the game.

bat wing chow mein	6	0	bat wing stir-fry	dry noodles
Knob sausage chow mein	6	0	Knob sausage stir-fry	dry noodles
pr0n chow mein	6	0	pr0n stir-fry	dry noodles
rat appendix chow mein	6	0	rat appendix stir-fry	dry noodles
tofu chow mein	6	0	tofu stir-fry	dry noodles

# Star Chart items

star buckler	9	0	star chart	star (4)	line (6)
star crossbow	9	0	star chart	star (5)	line (6)
star hat	9	0	star chart	star (5)	line (3)
star pants	9	0	star chart	star (7)	line (7)
star staff	9	0	star chart	star (6)	line (5)
star starfish	9	0	star chart	star (6)	line (4)
star sword	9	0	star chart	star (7)	line (4)
star throwing star	9	0	star chart	star (4)	line (2)
Richard's star key	9	0	star chart	star (8)	line (7)

# Pixel items

red pixel potion	10	0	black pixel (3)	red pixel (2)
blue pixel potion	10	0	black pixel (3)	blue pixel (2)
green pixel potion	10	0	black pixel (4)	green pixel (3)
purple pixel pie	10	0	white pixel (5)	red pixel (2)	blue pixel (2)
pixel hat	10	0	white pixel (10)	green pixel (15)
pixel pants	10	0	black pixel (15)	red pixel (20)
pixel sword	10	0	white pixel (20)	black pixel (10)	blue pixel (10)
digital key	10	0	white pixel (30)
white pixel	10	0	red pixel	green pixel	blue pixel


# Jewelry making recipes

hamethyst earring	8	1	hamethyst	piercing post
hamethyst necklace	8	1	hamethyst	necklace chain
hamethyst bracelet	8	1	hamethyst	hemp bracelet
hamethyst ring	8	1	hamethyst	ring setting
baconstone earring	8	1	baconstone	piercing post
baconstone pendant	8	1	baconstone	necklace chain
baconstone bracelet	8	1	baconstone	hemp bracelet
baconstone ring	8	1	baconstone	ring setting
porquoise eyebrow ring	8	1	porquoise	piercing post
porquoise necklace	8	1	porquoise	necklace chain
porquoise bracelet	8	1	porquoise	hemp bracelet
porquoise ring	8	1	porquoise	ring setting

# Post-ascension recipes

leaf	1	1	leaflet	leaflet
maple leaf	1	1	leaf	maple syrup
lumbering jack	3	1	bottle of whiskey	Blatantly Canadian
unwound clockwork grapefruit	2	1	clockwork endoskeleton	grapefruit
star shirt	9	1	star chart	star (15)	line (15)
wholeberd	1	1	halfberd	halfberd
gnauga hide buckler	14	1	gnauga hide	buckler buckle
gnauga hide chaps	4	1	gnauga hide	pants kit
gnauga hide whip	13	1	gnauga hide skin	whip kit

# Tinker recipes

clockwork widget	12	1	flange	cog	sprocket
clockwork thingamajig	12	1	flange	cog	spring
clockwork doohickey	12	1	flange	spring	sprocket
clockwork clockwise dome	12	1	clockwork widget	flange	spring
clockwork spine	12	1	clockwork widget	spring	cog
clockwork rings	12	1	clockwork thingamajig	flange	sprocket
clockwork claws	12	1	clockwork thingamajig	spring	sprocket
clockwork sheet	12	1	clockwork doohickey	cog	flange
clockwork counterclockwise dome	12	1	clockwork doohickey	cog	sprocket
clockwork sphere	12	1	clockwork counterclockwise dome	clockwork clockwise dome	clockwork key
deactivated MicroMechaMech	12	1	clockwork spine	clockwork claws	clockwork key
clockwork endoskeleton	12	1	clockwork claws	clockwork counterclockwise dome	clockwork key
clockwork hat	12	1	clockwork clockwise dome	clockwork rings	clockwork key
clockwork trench coat	12	1	clockwork spine	clockwork sheet	clockwork key
clockwork pants	12	1	clockwork sheet	clockwork rings	clockwork key

# Clockwork Servant recipes

clockwork detective skull	1	1	clockwork sphere	gnoll lips

clockwork maid head	1	1	clockwork sphere	maiden wig
clockwork maid	1	1	clockwork maid head	Meat maid body

clockwork chef head	1	1	clockwork sphere	chef's hat
clockwork chef-head-in-the-box	1	1	clockwork chef head	nothing-in-the-box
clockwork chef-in-the-box	1	1	clockwork chef-head-in-the-box	E-Z Cook Oven&trade;

clockwork bartender head	1	1	clockwork sphere	beer goggles
clockwork bartender-head-in-the-box	1	1	clockwork bartender head	nothing-in-the-box
clockwork bartender-in-the-box	1	1	clockwork bartender-head-in-the-box	cocktailcrafting kit
