95	basic meat helmet	9	140	0
96	bling-bling	0	60	0
97	pimpin' meat hat	9	155	0
98	dried face	0	7	0
99	meat face	0	11	0
100	lifeless meat doll	0	108	0
101	meat golem	0	200	0
102	spooky shrunken head	0	6	0
103	spooky staff	12	50	0
104	spooky scarecrow	0	55	0
105	bowl of lucky charms	1	35	0
106	ketchup	1	100	0
107	catsup	1	100	0
108	big stick	12	50	0
109	crossbow string	0	50	0
110	basic meat staff	12	140	0
111	basic meat crossbow	12	140	0
112	meatloaf helmet	9	175	0
113	dripping meat sword	12	150	0
114	dripping meat staff	12	150	0
115	dripping meat crossbow	12	150	0
116	Bugfinder Blade	12	0	0
117	Gnollish plunger	12	40	0
118	spring	0	10	0
119	sprocket	0	10	0
120	cog	0	10	0
121	sprocket assembly	0	17	0
122	cog and sprocket assembly	0	25	0
123	Gnollish flyswatter	12	40	0
124	empty meat tank	0	10	0
125	full meat tank	0	108	0
126	meat engine	0	124	0
127	Gnollish autoplunger	12	160	0
128	sticky meat pants	10	145	0
129	Gnollish nunchaku	12	50	0
130	enchanted eyepatch	9	60	0
131	frilly skirt	10	40	0
132	Meat maid body	0	155	0
133	Certificate of Participation	0	0	0
134	bitchin' meatcar	0	200	0
135	sweet rims	0	100	0
136	tires	0	14	0
137	dope wheels	0	110	0
138	ice-cold six-pack	4	150	0
139	valuable trinket	0	150	0
140	dingy planks	0	100	0
141	dingy dinghy	0	0	0
142	anticheese	0	30	0
143	cottage	0	50	0
144	stone of eXtreme power	0	30	0
145	barbed-wire fence	0	31	0
146	dinghy plans	0	0	0
147	eXtreme meat sword	12	160	0
148	eXtreme meat staff	12	160	0
149	eXtreme meat crossbow	12	160	0
150	The Scalp of Gorgolok	9	0	0
151	Elder Turtle Shell	9	0	0
152	The Colander of Em-er'il	9	0	0
153	Ancient Saucehelm	9	0	0
154	Disco 'Fro Pick	9	0	0
155	El Sombrero De Lopez	9	0	0
156	guild application	0	0	0
157	E-Z Cook Oven&trade;	0	500	0
158	Gnollish pie tin	0	15	0
159	wad of dough	3	25	0
160	pie crust	0	35	0
161	ghuol egg	1	16	0
162	ghuol egg quiche	1	46	0
163	skeleton bone	12	35	0
164	smart skull	0	20	0
165	skewer	0	40	0
166	ghuol ears	0	16	0
167	ghuol-ear kabob	1	52	0
168	bone rattle	0	23	0
169	bugbear beanie	9	35	0
170	lihc eye	0	19	0
171	lihc eye pie	1	45	0
172	gnoll lips	0	11	0
173	taco shell	0	40	0
174	Gnollish casserole dish	0	70	0
175	uncooked chorizo	1	18	0
176	disembodied brain	0	19	0
177	brainy skull	0	32	0
178	detective skull	9	50	0
179	chorizo taco	1	52	0
180	ice-cold fotie	2	40	0
181	baseball	0	11	0
182	batgut	0	12	0
183	bat wing	0	14	0
184	briefcase	0	15	0
185	fat stacks of cash	0	150	0
186	enchanted bean	0	25	0
187	loose teeth	0	17	0
188	bat guano	0	12	0
189	guano coffee cup	0	12	0
190
191	Boss Bat bandana	0	0	0
192	batskin belt	0	0	0
193	birthday candle	0	50	0
194	Mr. Accessory	8	0	0
195	eXtreme nose ring	8	75	0
196	disassembled clover	4	0	0
197	rat whisker	0	0	0
198	rat appendix	0	16	0
199	shiny ring	8	75	0
200	rat appendix-kabob	1	51	0
201	bat wing kabob	1	50	0
202	carob chunks	1	30	0
203	herbs	0	32	0
204	carob chunk cookies	1	52	0
205	secret blend of herbs and spices	0	33	0
206	piercing post	0	32	0
207	hippy herbal tea	1	42	0
208	patchouli incense stick	0	33	0
209	wad of tofu	0	35	0
210	Feng Shui for Big Dumb Idiots	0	33	0
211	decorative fountain	0	34	0
212	windchimes	0	32	0
213	filthy corduroys	10	80	0
214	filthy knitted dread sack	9	80	0
215	Uncle Jick's Brownie Mix	0	33	0
216	carob brownies	1	60	0
217	herb brownies	1	61	0
218	hemp bracelet	8	75	0
219	necklace chain	0	35	0
220	gnoll teeth	0	12	0
221	gnoll-tooth necklace	8	85	0
222	phat turquoise bead	0	31	0
223	phat turquoise bracelet	8	75	0
224	eyepatch	9	30	0
225	tofu casserole	1	107	0
226	can of Red Minotaur	0	337	0
227	Kentucky-fried meat sword	12	180	0
228	Kentucky-fried meat staff	12	180	0
229	Kentucky-fried meat crossbow	12	180	0
230	dead guy's watch	8	60	0
231	Doc Galaktik's Pungent Unguent	4	15	0
232	Doc Galaktik's Ailment Ointment	4	30	0
233	Doc Galaktik's Restorative Balm	4	60	0
234	Doc Galaktik's Homeopathic Elixir	4	120	0
235	Bigger Bugfinder Blade	12	0	0
236	cocktailcrafting kit	0	500	0
237	bottle of gin	2	35	0
238	bottle of vodka	2	35	0
239	Orcish baseball cap	9	100	0
240	Orcish cargo shorts	10	100	0
241	homoerotic frat-paddle	12	75	0
242	orange	1	35	0
243	grapefruit	1	35	0
244	grapes	1	35	0
245	olive	1	35	0
246	tomato	1	35	0
247	fermenting powder	0	150	0
248	salty dog	2	65	0
249	bloody mary	2	65	0
250	screwdriver	2	65	0
251	martini	2	65	0
252	bloody beer	2	60	0
253	shot of orange schnapps	2	120	0
254	shot of grapefruit schnapps	2	120	0
255	fine wine	2	188	0
256	shot of tomato schnapps	2	120	0
257	extra-spicy bloody mary	2	66	0
258	dense meat stack	0	1000	0
259	whitesnake skin	0	25	0
260	White Castle fries	1	11	0
261	White Castle burger	1	12	0
262	piece of wedding cake	1	12	0
263	white chocolate chips	1	24	0
264	white chocolate chip cookies	1	44	0
265	white satin pants	10	45	0
266	white lightning	2	15	0
267	mullet wig	9	45	0
268	meat cowboy hat	9	150	0
269	white sword	12	45	0
270	white picket fence	0	15	0
271	enchanted barbell	0	125	0
272	concentrated magicalness pill	0	125	0
273	giant moxie weed	0	125	0
274	Familiar-Gro&trade; Terrarium	0	250	0
275	mosquito larva	5	7	0
276	leprechaun hatchling	5	6	0
277	extra-strength strongness elixir	4	150	0
278	jug-o-magicalness	4	150	0
279	suntan lotion of moxiousness	4	150	0
280	Pick-O-Matic lockpicks	0	15	0
281	gasmask	9	16	0
282	Boris's key	0	50	0
283	Jarlsberg's key	0	50	0
284	Sneaky Pete's key	0	50	0
285	walrus-tusk earring	8	30	0
286	ring of half-assed regeneration	8	30	0
287	Boris's ring	8	50	0
288	potato sprout	5	17	0
289	Jarlsberg's earring	8	50	0
290	Sneaky Pete's breath spray	8	50	0
291	can of maces	12	55	0
292	rubber axe	12	45	0
293	chef's hat	9	45	0
294	pail	9	35	0
295	demonskin trousers	10	55	0
296	dungeoneer's dungarees	10	35	0
297	tamarind-flavored chewing gum	3	0	0
298	lime-and-chile-flavored chewing gum	3	0	0
299	pickle-flavored chewing gum	3	0	0
300	jaba&ntilde;ero-flavored chewing gum	3	0	0
301	flat dough	3	35	0
302	Knob sausage	1	17	0
303	Knob mushroom	1	16	0
304	dry noodles	1	1	0
305	Knob Goblin harem pants	10	27	0
306	Knob Goblin harem veil	9	28	0
307	Knob Goblin perfume	3	27	0
308	Knob Goblin elite helm	9	65	0
309	Knob Goblin elite pants	10	65	0
310	Knob Goblin elite polearm	12	65	0
311	beans	0	23	0
312	Knob Goblin visor	9	80	0
313	Crown of the Goblin King	9	110	0
314	bean burrito	1	54	0
315	spicy bean burrito	1	55	0
316	insanely spicy bean burrito	1	150	0
317	enchanted bean burrito	1	54	0
318	spicy enchanted bean burrito	1	55	0
319	insanely spicy enchanted bean burrito	1	152	0
320	bat haggis	1	106	0
321	menudo	1	43	0
322	goat cheese	1	22	0
323	plain pizza	1	68	0
324	sausage pizza	1	85	0
325	goat cheese pizza	1	84	0
326	mushroom pizza	1	86	0
327	goat	5	47	0
328	bottle of whiskey	2	35	0
329	goat beard	9	45	0
330	glass of goat's milk	2	23	0
331	white Canadian	2	53	0
332	lemon	1	35	0
333	lime	1	60	0
334	sabre teeth	12	65	0
335	sabre-toothed lime cub	5	91	0
336	consolation ribbon	8	0	0
337	big ol' trophy	0	0	0
338	tenderizing hammer	0	500	0
339	Cobb's Knob lab key	0	0	0
340	Knob Goblin steroids	3	125	0
341	Knob Goblin love potion	3	85	0
342	Knob Goblin stink bomb	0	65	0
343	Knob Goblin sharpening spray	4	115	0
344	Knob Goblin seltzer	4	44	0
345	Knob Goblin superseltzer	4	49	0
346	scrumptious reagent	0	1	0
347	Dyspepsi-Cola	4	52	0
348	cold ninja mask	9	75	0
349	icy katana hilt	0	64	0
350	hot katana blade	0	35	0
351	icy-hot katana	12	105	0
352	ninja hot pants	10	75	0
353	frigid ninja stars	0	67	0
354	frozen nunchaku	12	90	0
355	eXtreme scarf	9	115	0
356	snowboarder pants	10	115	0
357	Mountain Stream soda	4	58	0
358	gr8ps	1	59	0
359	t8r tots	1	58	0
360	miner's helmet	9	85	0
361	miner's pants	10	90	0
362	7-Foot Dwarven mattock	12	90	0
363	linoleum ore	0	50	0
364	asbestos ore	0	50	0
365	chrome ore	0	50	0
366	linoleum sword hilt	0	95	0
367	linoleum stick	0	95	0
368	linoleum crossbow string	0	95	0
369	asbestos sword hilt	0	95	0
370	asbestos stick	0	95	0
371	asbestos crossbow string	0	95	0
372	chrome sword hilt	0	95	0
373	chrome stick	0	95	0
374	chrome crossbow string	0	95	0
375	linoleum meat stack	0	100	0
376	asbestos meat stack	0	100	0
377	chrome meat stack	0	100	0
378	linoleum sword	12	180	0
379	linoleum staff	12	180	0
380	linoleum crossbow	12	180	0
381	asbestos sword	12	180	0
382	asbestos staff	12	180	0
383	asbestos crossbow	12	180	0
384	chrome sword	12	180	0
385	chrome staff	12	180	0
386	chrome crossbow	12	180	0
387	fuzzy dice	5	0	0
388	yeti fur	0	92	0
389	meaty helmet turtle	9	65	0
390	asbestos helmet turtle	9	101	0
391	linoleum helmet turtle	9	101	0
392	chrome helmet turtle	9	101	0
393	penguin skin	0	97	0
394	yak skin	0	95	0
395	hippopotamus skin	0	98	0
396	penguin shorts	10	140	0
397	yakskin pants	10	142	0
398	hippopotamus pants	10	141	0
399	eXtreme mittens	8	115	0
400	roll of drink tickets	3	90	0
401	Knob Kitchen grab-bag	0	90	0
402	swashbuckling pants	10	65	0
403	stuffed shoulder parrot	8	90	0
404	acoustic guitarrr	0	49	0
405	sunken chest	0	48	0
406	pirate pelvis	0	44	0
407	pirate skull	0	58	0
408	spooky pirate skeleton	5	130	0
409	vial of patchouli oil	0	38	0
410	sk8board	8	80	0
411	charrrm	0	47	0
412	barrrnacle	5	48	0
413	charrrm bracelet	8	71	0
414	crowbarrr	12	80	0
415	leotarrrd	10	100	0
416	safarrri hat	9	100	0
417	henna tattoo	4	38	0
418	arse-a'fire elixir	4	36	0
419	orangish aphrodisiac	4	36	0
420	grapefruit juice of powerful power	4	36	0
421	wrath serum	4	36	0
422	drab potion	4	36	0
423	tomato smoothie	4	36	0
424	cosmic lemonade	4	36	0
425	equilibrium juice	4	36	0
426	potion of temporary gr8tness	4	36	0
427	box	8	19	0
428	nothing-in-the-box	0	26	0
429	beanbag chair	0	48	0
430	acid-squirting flower	8	60	0
431	clown shoes	8	60	0
432	bloody clown pants	10	60	0
433	long skinny balloon	0	22	0
434	balloon helmet	9	39	0
435	balloon sword	12	51	0
436	balloon monkey	5	67	0
437	chef skull	0	71	0
438	chef-in-the-box	3	140	0
439	bartender skull	0	81	0
440	bartender-in-the-box	3	140	0
441	chef-skull-in-the-box	0	87	0
442	bartender-skull-in-the-box	0	78	0
443	beer lens	0	31	0
444	beer goggles	8	57	0
445	box-in-the-box	8	38	0
446	nothing-in-the-box-in-the-box	0	41	0
447	box-in-the-box-in-the-box	8	54	0
448	foolscap fool's cap	9	45	0
449	big red clown nose	8	25	0
450	pretentious paintbrush	0	0	0
451	pretentious paint	0	0	0
452	disease	0	22	0
453	sober pill	8	0	0
454	rusty screwdriver	0	0	0
455	jumbo olive	1	60	0
456	dry martini	2	90	0
457	ye olde golde frontes	8	750	0
458	continuum transfunctioner	8	0	0
459	white pixel	0	25	0
460	black pixel	0	25	0
461	red pixel	0	25	0
462	green pixel	0	25	0
463	blue pixel	0	25	0
464	red pixel potion	4	50	0
465	blue pixel potion	4	50	0
466	green pixel potion	4	50	0
467	purple pixel pie	1	50	0
468	ruby W	0	33	0
469	wussiness potion	0	28	0
470	Imp Ale	2	35	0
471	hot wing	1	32	0
472	diamond-studded cane	12	95	0
473	flaming crutch	0	31	0
474	cast	4	32	0
475	leather mask	9	65	0
476	hellion cube	0	37	0
477	infernal insoles	8	65	0
478	evil golden arch	0	38	0
479	dodecagram	0	0	0
480	box of birthday candles	0	0	0
481	eldritch butterknife	0	0	0
482	Mr. Container	0	999	0
483	Newbiesport&trade; backpack	0	75	0
484	hemp backpack	0	95	0
485	snakehead charrrm	0	54	0
486	Talisman o' Nam	8	102	0
487	arrrgyle socks	8	48	0
488	guitar pick	0	25	0
489	drab sonata	0	52	0
490	mesh cap	9	135	0
491	enormous belt buckle	0	59	0
492	leather chaps	10	135	0
493	ketchup hound	0	52	0
494	batblade	12	115	0
495	catgut	0	44	0
496	cat appendix	0	47	0
497	gnatwing	0	52	0
498	papaya	1	32	0
499	denim axe	12	125	0
500	Elf Farm Raffle ticket	3	48	0
501	Elfin shortbread	1	49	0
502	pagoda plans	0	51	0
503	skewered cat appendix	1	81	0
504	evil golden arches	0	68	0
505	gnatwing earring	8	107	0
506	Hell broth	1	38	0
507	heavy metal thunderrr guitarrr	0	87	0
508	heavy metal sonata	0	94	0
509	Hey Deze nuts	0	0	0
510	Boris's key lime	0	98	0
511	Jarlsberg's key lime	0	98	0
512	Sneaky Pete's key lime	0	98	0
513	Boris's key lime pie	1	123	0
514	Jarlsberg's key lime pie	1	123	0
515	Sneaky Pete's key lime pie	1	123	0
516	Hey Deze map	0	49	0
517	bejeweled accordion strap	8	1000	0
518	magical mystery juice	4	75	0
519	moxie magnet	8	1500	0
520	strange leaflet	0	0	0
521	kickback cookbook	8	2000	0
522	one-winged stab bat	0	140	0
523	rewinged stab bat	5	148	0
524	papaya sling	2	57	0
525	grue egg	5	0	0
526
527	volleyball	0	100	0
528	blood-faced volleyball	5	101	0
529	fertilized ghuol egg	5	19	0
530	spray paint	0	25	0
531	special sauce glove	8	2500	0
532	ladle of mystery	8	1500	0
533	Gnollish toolbox	4	23	0
534	abridged dictionary	0	38	0
535	bridge	0	16	0
536	dictionary	0	24	0
537	pr0n legs	0	52	0
538	f3d0r4	9	130	0
539	lowercase N	0	51	0
540	Tasty Fun Good rice candy	0	54	0
541	draggin' ball hat	9	120	0
542	1337 7r0uZ0RZ	10	130	0
543	Trollhouse cookies	1	58	0
544	flaming talons	8	100	0
545	Spam Witch sammich	1	58	0
546	meat vortex	0	57	0
547	334 scroll	0	51	0
548	668 scroll	3	87	0
549	30669 scroll	0	55	0
550	33398 scroll	0	57	0
551	64067 scroll	0	101	0
552	64735 scroll	0	165	0
553	31337 scroll	3	132	0
554	pr0n cocktail	1	144	0
555	drywall axe	12	155	0
556	Pine-Fresh air freshener	8	18	0
557	whiskey and cola	2	74	0
558	papaya taco	1	64	0
559	razor-sharp can lid	0	5	0
560	stalk of asparagus	1	31	0
561	pregnant mushroom	5	19	0
562	ratgut	0	12	0
563	sonar-in-a-biscuit	0	11	0
564	Mad Train wine	2	29	0
565	dirty hobo gloves	12	31	0
566	bum cheek	9	25	0
567	hermit script	0	0	0
568	Double Bacon Beelzeburger	1	31	0
569	Lord of the Flies-sized fries	1	32	0
570	Brimstone Chicken Sandwich	1	31	0
571	Jumbo Dr. Lucifer	1	33	0
572	Childrens' Meal of the Damned	1	31	0
573	delicious noodles	1	33	0
574	delicious spicy noodles	1	33	0
575	painful penne pasta	1	33	0
576	ravioli della hippy	1	33	0
577	pr0n m4nic0tti	1	33	0
578	Hell ramen	1	61	0
579	boring spaghetti	1	33	0
580	sauce of the ages	0	31	0
581	fancy schmancy cheese sauce	0	31	0
582	Himalayan Hidalgo sauce	0	31	0
583	fettucini Inconnu	1	61	0
584	spaghetti with Skullheads	1	61	0
585	gnocchetti di Nietzsche	1	61	0
586	ridiculously huge sword	12	155	0
587	super-spikey hair gel	4	112	0
588	soft green echo eyedrop antidote	0	118	0
589	cocoa eggshell fragment	1	114	0
590	large cocoa eggshell fragment	1	214	0
591	cocoa egg	5	403	0
592	tiny house	4	107	0
593	phonics down	4	115	0
594	amulet of extreme plot significance	8	205	0
595	scroll of drastic healing	3	107	0
596	titanium assault umbrella	12	155	0
597	Mohawk wig	9	155	0
598	the Slug Lord's map	0	0	0
599	pants of the Slug Lord	10	35	0
600	Dr. Hobo's scalpel	12	70	0
601	Dr. Hobo's map	0	0	0
602	Degrassi Knoll shopping list	0	0	0
603	Item #13	8	0	0
604	Penultimate Fantasy chest	4	108	0
605	Tissue Paper Immateria	0	0	0
606	Tin Foil Immateria	0	0	0
607	Gauze Immateria	0	0	0
608	Plastic Wrap Immateria	0	0	0
609	S.O.C.K.	0	0	0
610	procrastination potion	0	138	0
611	heavy D	0	135	0
612	original G	0	143	0
613	plot hole	0	128	0
614	probability potion	0	128	0
615	chaos butterfly	0	124	0
616	furry fur	0	129	0
617	Angry Farmer candy	0	137	0
618	Mick's IcyVapoHotness Rub	4	141	0
619	giant needle	12	165	0
620	thin black candle	3	144	0
621	Warm Subject gift certificate	4	141	0
622	awful poetry journal	0	136	0
623	WA	0	152	0
624	NG	0	186	0
625	wang	0	0	0
626	Wand of Nagamar	12	322	0
627	ND	0	187	0
628	metallic A	0	129	0
629	glowing red eye	8	165	0
630	photoprotoneutron torpedo	0	144	0
631	furry pants	10	165	0
632	disturbing fanfic	0	132	0
633	wolf mask	9	165	0
634	cool whip	12	25	0
635	little paper umbrella	12	35	0
636	meat globe	3	0	0
637	cheap toaster	0	0	0
638	asshat	9	45	0
639	abominable snowcone	1	30	0
640	Ent cider	1	33	0
641	toast	1	14	0
642	skeleton key	0	31	0
643	skeleton key ring	0	67	0
644	Crimbo pressie	0	0	0
645	wrapping paper	0	0	0
646	fruitcake	1	0	0
647	present	0	0	0
648	Crimbo sword	12	0	0
649	Crimbo hat	9	0	0
650	Crimbo pants	10	0	0
651	exclusive ultra-rare item	8	0	0
652	quantum egg	0	0	0
653	intragalactic rowboat	0	0	0
654	star	0	50	0
655	line	0	50	0
656	star chart	0	100	0
657	star sword	12	225	0
658	star crossbow	12	225	0
659	star staff	12	225	0
660	star pants	10	225	0
661	star hat	9	225	0
662	star buckler	8	100	0
663	star throwing star	0	100	0
664	star starfish	5	100	0
665	Richard's star key	0	100	0
666	steaming evil	12	0	0
667	giant castle map	0	0	0
668	spiked femur	12	105	0
669	ghuol guolash	1	29	0
670	lihc face	9	90	0
671	grave robbing shovel	12	80	0
672	cranberries	1	29	0
673	vodka and cranberry	2	60	0
674	whiskey sour	2	65	0
675	skull of the Bonerdagon	0	0	0
676	dragonbone belt buckle	0	0	0
677	badass belt	8	0	0
678	chest of the Bonerdagon	0	0	0
679	roll in the hay	2	115	0
680	slap and tickle	2	115	0
681	slip 'n' slide	2	115	0
682	a little sump'm sump'm	2	115	0
683	horizontal tango	2	115	0
684	pink pony	2	115	0
685	Mr. Shirt	11	35	0
686	enchanted brass knuckles	8	500	0
687	blood of the Wereseal	0	250	0
688	pixel hat	9	45	0
689	pixel pants	10	45	0
690	pixel sword	12	65	0
691	digital key	0	65	0
692	Ascension souvenir t-shirt	11	0	0
693	harem girl t-shirt	11	30	0
694	Knob Goblin elite shirt	11	40	0
695
696	frilly shirt	11	25	0
697	soggy wolf t-shirt	11	0	0
698	loathing eagle baby-doll t-shirt	11	0	0
699	pirate shirt	11	0	0
700	filthy hippy poncho	11	0	0
701	floral print shirt	11	0	0
702	coconut bikini top	11	0	0
703	goth kid t-shirt	11	105	0
704	hamethyst	0	500	1
705	baconstone	0	500	1
706	porquoise	0	500	1
707	pork elf goodie sack	0	100	1
708	ring setting	0	100	1
709	jewelry making pliers	0	100	0
710
711	hamethyst earring	0	250	1
712	hamethyst necklace	0	250	1
713	hamethyst bracelet	0	250	1
714	hamethyst ring	0	250	1
715	baconstone earring	0	250	1
716	baconstone pendant	0	250	1
717	baconstone bracelet	0	250	1
718	baconstone ring	0	250	1
719	porquoise eyebrow ring	0	250	1
720	porquoise necklace	0	250	1
721	porquoise bracelet	0	250	1
722	porquoise ring	0	250	1
723	Knoll mushroom	1	15	0
724	spooky mushroom	1	16	0
725	one million meat pancakes	0	11	0
726	huge mirror shard	12	0	0
727	hedge maze puzzle	0	0	0
728	hedge maze key	0	0	0
729	fishbowl	0	0	0
730	fishtank	0	0	0
731	fish hose	0	0	0
732	hosed tank	0	0	0
733	hosed fishbowl	0	0	0
734	makeshift SCUBA gear	8	0	0
735	easter egg balloon	8	0	0
736	Stone Tablet (Sinister Strumming)	0	0	0
737	Stone Tablet (Squeezings of Woe)	0	0	0
738	Stone Tablet (Really Evil Rhythm)	0	0	0
739	tambourine bells	0	50	0
740	tambourine	0	65	0
741	broken skull	0	15	0
742	Knoll shroomkabob	1	30	0
743	stuffed spooky mushroom	1	35	0
744	can of hair spray	4	12	0
745	serrated proboscis extension	0	30	0
746	stat script	3	0	0
747	Knob Goblin firecracker	0	15	0
748	gourd potion	4	0	0
749	warm mushroom	0	61	1
750	warm mushroom quesadilla	1	0	1
751	cool mushroom	0	61	1
752	cool mushroom casserole	1	75	1
753	pointy mushroom	0	61	1
754	cream of pointy mushroom soup	1	75	1
755	flaming mushroom	0	61	1
756	frozen mushroom	0	61	1
757	winged mushroom	0	61	1
758	ghost cucumber	1	75	0
759	dill	0	75	0
760	vinegar	0	77	0
761	brine	0	77	0
762	especially salty dog	0	154	0
763	ghostly pickling solution	0	255	0
764	spectral pickle	1	352	0
765	briny vinegar	0	160	0
766	ghost pickle on a stick	5	450	0
767	dill potion	4	77	0
768	spork	12	35	0
769	voodoo doll	8	25	0
770	basic meat fez	9	140	0
771	tassel	0	25	0
772	foon	12	35	0
773	basic meat spork	12	140	0
774	basic meat foon	12	140	0
775	Yeti Protest Sign	3	0	0
776	kneecapping stick	12	95	0
777	iron pasta spoon	12	115	0
778	support cummerbund	8	105	0
779	Mob Penguin cellular phone	0	105	0
780	scroll of pasta summoning	0	150	0
781	mafia aria	0	110	0
782	Mr. Exploiter	8	250000000	0
783	'Villa' document	0	125000000	0
784	Acqua Del Piatto Merlot	2	0	0
785
786	strawberry	1	35	0
787	bottle of rum	2	35	0
788	strawberry daiquiri	2	65	0
789	rum and cola	2	75	0
790	grog	2	78	0
791	Mafia bow tie	8	0	0
792	Golden Mr. Accessory	8	0	0
793	potion of chalky equality	4	36	0
794	alarming strawberry juice	4	36	0
795	Acque Luride Grezze Cabernet	2	0	0
796	cement shoes	8	0	0
797	rockin' wagon	2	115	0
798	ocean motion	2	115	0
799	fuzzbump	2	115	0
800	poutine	1	30	1
801	Knob stir-fry	1	51	0
802
803
804	Knoll stir-fry	1	52	0
805	spooky stir-fry	1	50	0
806	asparagus stir-fry	1	67	0
807	olive stir-fry	1	71	0
808	Knob sausage stir-fry	1	70	0
809	bat wing stir-fry	1	69	0
810	rat appendix stir-fry	1	68	0
811	tofu stir-fry	1	105	0
812	pr0n stir-fry	1	126	0
813	Knob sausage chow mein	1	72	0
814	bat wing chow mein	1	73	0
815	rat appendix chow mein	1	71	0
816	tofu chow mein	1	109	0
817	pr0n chow mein	1	130	0
818	plus sign	0	0	0
819	milky potion	4	60	0
820	swirly potion	4	60	0
821	bubbly potion	4	60	0
822	smoky potion	4	60	0
823	cloudy potion	4	60	0
824	effervescent potion	4	60	0
825	fizzy potion	4	60	0
826	dark potion	4	60	0
827	murky potion	4	60	0
828	baby killer bee	5	76	0
829	anti-anti-antidote	0	20	0
830	royal jelly	1	77	0
831	small box	4	65	0
832	large box	4	85	0
833	vorpal blade	12	100	0
834	cornuthaum	9	95	0
835	ring of aggravate monster	8	70	0
836	mind flayer corpse	1	78	0
837	Uovo Marcio Shiraz	2	0	0
838	Mafia stogie	8	0	0
839	Maiali Sifilitici Pinot Noir	2	0	0
840	Mafia violin case	12	0	0
841	tomato daiquiri	2	72	0
842	beertini	2	60	0
843	salty slug	2	65	0
844	papaya slung	2	57	0
845	MAHI fez	9	0	0
846	especially homoerotic frat-paddle	12	90	0
847	heteroerotic frat-paddle	12	75	0
848	hypodermic needle	6	75	0
849	Meat detector	6	75	0
850	many-eyed glasses	6	75	0
851	prosthetic forehead	6	75	0
852	tiny shaker of salt	6	75	0
853	blundarrrbus	6	75	0
854	sucky decal	6	75	0
855	tiny balloon knife	6	75	0
856	shock collar	6	75	0
857	moonglasses	6	75	0
858	palm-frond toupee	6	75	0
859	tiny knife and fork	6	75	0
860	eye-pod	6	75	0
861	chocolate spurs	6	75	0
862	magnifying glass	6	75	0
863	skewer-mounted razor blade	6	75	0
864	brass stinger	6	75	0
865	lead necklace	6	75	0
866	shaving cream	1	35	1
867	pine tar	1	31	1
868
869	forest tears	1	33	1
