# Christmas-specific items which can be created through combination or
# smithing.

delicious noodles	6	dry noodles	herbs
delicious spicy noodles	6	dry noodles	secret blend of herbs and spices
painful penne pasta	6	dry noodles	jaba&ntilde;ero pepper
pr0n m4nic0tti	6	dry noodles	pr0n legs
ravioli della hippy	6	wad of tofu	dry noodles
spicy noodles	6	dry noodles	spices


# Items involved in the famous pastamancer-sauceror lunch creation
# duo - end items and non-end items.

fancy schmancy cheese sauce	5	scrumptious reagent	goat cheese
Hell broth	5	scrumptious reagent	hellion cube
Himalayan Hidalgo sauce	5	Knob mushroom	scrumptious reagent
sauce of the ages	5	Knob sausage	scrumptious reagent
fettucini Inconnu	6	fancy schmancy cheese sauce	dry noodles
gnocchetti di Nietzsche	6	Himalayan Hidalgo sauce	dry noodles
Hell ramen	6	Hell broth	dry noodles
spaghetti with Skullheads	6	sauce of the ages	dry noodles

# Stir-fry items.  These are the main ingredients or are sub-ingredients
# of chow mein items.

secret blend of herbs and spices	2	herbs	spices

asparagus stir-fry	2	stalk of asparagus	secret blend of herbs and spices
bat wing stir-fry	2	bat wing	Knob stir-fry
Knob sausage stir-fry	2	Knob sausage	Knoll stir-fry
Knob stir-fry	2	Knob mushroom	secret blend of herbs and spices
Knoll stir-fry	2	Knoll mushroom	secret blend of herbs and spices
olive stir-fry	2	secret blend of herbs and spices	olive
pr0n stir-fry	2	pr0n legs	olive stir-fry
rat appendix stir-fry	2	rat appendix	spooky stir-fry
spooky stir-fry	2	spooky mushroom	secret blend of herbs and spices
tofu stir-fry	2	wad of tofu	asparagus stir-fry

# High-end foods made by upgrading stir-fries at the Wok of Ages

asparagus lo mein	22	asparagus stir-fry	dry noodles	MSG
bat wing chow mein	22	bat wing stir-fry	dry noodles	MSG
Knob lo mein	22	Knob stir-fry	dry noodles	MSG
Knob sausage chow mein	22	Knob sausage stir-fry	dry noodles	MSG
Knoll lo mein	22	Knoll stir-fry	dry noodles	MSG
olive lo mein	22	olive stir-fry	dry noodles	MSG
pr0n chow mein	22	pr0n stir-fry	dry noodles	MSG
rat appendix chow mein	22	rat appendix stir-fry	dry noodles	MSG
spooky lo mein	22	spooky stir-fry	dry noodles	MSG
tofu chow mein	22	tofu stir-fry	dry noodles	MSG

cold and sour sauce	21	scrumdiddlyumptious solution	cold nuggets
hot and sour sauce	21	scrumdiddlyumptious solution	hot nuggets
sleazy and sour sauce	21	scrumdiddlyumptious solution	sleaze nuggets
spooky and sour sauce	21	scrumdiddlyumptious solution	spooky nuggets
stench and sour sauce	21	scrumdiddlyumptious solution	stench nuggets

# Top-end foods made by upgrading element-and-sour sauces at the Wok of Ages

cold hi mein	22	cold and sour sauce	dry noodles	MSG
hot hi mein	22	hot and sour sauce	dry noodles	MSG
sleazy hi mein	22	sleazy and sour sauce	dry noodles	MSG
spooky hi mein	22	spooky and sour sauce	dry noodles	MSG
stinky hi mein	22	stench and sour sauce	dry noodles	MSG

# Star Chart items

star boomerang	9	star chart	star (4)	line (5)
star buckler	9	star chart	star (4)	line (6)
star crossbow	9	star chart	star (5)	line (6)
star hat	9	star chart	star (5)	line (3)
star pants	9	star chart	star (7)	line (7)
star spatula	9	star chart	star (5)	line (5)
star staff	9	star chart	star (6)	line (5)
star starfish	9	star chart	star (6)	line (4)
star stiletto	9	star chart	star (5)	line (4)
star sword	9	star chart	star (7)	line (4)
star throwing star	9	star chart	star (4)	line (2)
Richard's star key	9	star chart	star (8)	line (7)
star shirt	9	star chart	star (15)	line (15)


# Pixel items.  These are items which are created at the Crackpot
# mystic after collecting enough pixels.

white pixel	10	red pixel	green pixel	blue pixel
red pixel potion	10	black pixel (3)	red pixel (2)
blue pixel potion	10	black pixel (3)	blue pixel (2)
green pixel potion	10	black pixel (4)	green pixel (3)
monster bait	10	red pixel (20)	white pixel (15)
purple pixel pie	10	white pixel (5)	red pixel (2)	blue pixel (2)
pixel hat	10	white pixel (10)	green pixel (15)
pixel pants	10	black pixel (10)	red pixel (20)
pixel sword	10	white pixel (20)	black pixel (10)	blue pixel (10)
pixel shield	10	red pixel (20)	black pixel (10)	white pixel (10)
digital key	10	white pixel (30)


# Jewelry making recipes.  These are recipes which are only available
# once you acquire jewelry-making pliers.

hamethyst earring	8	hamethyst	piercing post
hamethyst necklace	8	hamethyst	necklace chain
