# Kingdom of Loathing Item Database
# Compiled by Max Demian
#
# Latest Item: 1303
# Date: 09/29/2005
#
# Please credit if you use in your own project

159	288162100	wad of dough
160	601030110	pie crust
161	806730322	ghuol egg
162	480094541	ghuol egg quiche
163	247485062	skeleton bone
164	962644297	smart skull
165	766374877	skewer
166	344168980	ghuol ears
167	265651141	ghuol-ear kabob
168	447997748	bone rattle
169	777889593	bugbear beanie
170	645882277	lihc eye
171	226058747	lihc eye pie
172	665720781	gnoll lips
173	335557202	taco shell
174	605254179	Gnollish casserole dish
175	514976861	uncooked chorizo
176	653117852	disembodied brain
177	629271368	brainy skull
178	508285829	detective skull
179	962179987	chorizo taco
180	804532270	ice-cold fotie
181	874161307	baseball
182	322388148	batgut
183	613022151	bat wing
184	446088053	briefcase
185	637203605	fat stacks of cash
186	236089073	enchanted bean
187	534717073	loose teeth
188	255139922	bat guano
189	720857924	guano coffee cup
190		guild pants
191	606865770	Boss Bat bandana
192	990969530	batskin belt
193	525458096	birthday candle
194	373954459	Mr. Accessory
195	872602834	eXtreme nose ring
196	328909735	disassembled clover
197	522248617	rat whisker
198	692680387	rat appendix
199	702786809	shiny ring
200	498411634	rat appendix-kabob
201	124249163	bat wing kabob
202	784215136	carob chunks
203	143428154	herbs
204	862605053	carob chunk cookies
205	319520721	secret blend of herbs and spices
206	837448484	piercing post
207	720556110	hippy herbal tea
208	961517296	patchouli incense stick
209	531380515	wad of tofu
210	569210925	Feng Shui for Big Dumb Idiots
211	839388567	decorative fountain
212	520934877	windchimes
213	404214724	filthy corduroys
214	447628016	filthy knitted dread sack
215	699264729	Uncle Jick's Brownie Mix
216	780486353	carob brownies
217	589253744	herb brownies
218	719626655	hemp bracelet
219	662335573	necklace chain
220	434518378	gnoll teeth
221	342269163	gnoll-tooth necklace
222	579443796	phat turquoise bead
223	415315582	phat turquoise bracelet
224	732809077	eyepatch
225	371714248	tofu casserole
226	249694089	can of Red Minotaur
227	535784149	Kentucky-fried meat sword
228	140378723	Kentucky-fried meat staff
229	115544265	Kentucky-fried meat crossbow
230	678672280	dead guy's watch
231	555651223	Doc Galaktik's Pungent Unguent
232	420199984	Doc Galaktik's Ailment Ointment
233	504849907	Doc Galaktik's Restorative Balm
234	492143729	Doc Galaktik's Homeopathic Elixir
235	198004428	Bigger Bugfinder Blade
236	472946483	cocktailcrafting kit
237	693995227	bottle of gin
238	403270950	bottle of vodka
239	507012744	Orcish baseball cap
240	802888217	Orcish cargo shorts
241	694527990	homoerotic frat-paddle
242	483194968	orange
243	872946900	grapefruit
244	744725007	grapes
245	118535128	olive
246	328398002	tomato
247	291067828	fermenting powder
248	931351788	salty dog
249	315517860	bloody mary
250	643226474	screwdriver
251	433591253	martini
252	270292632	bloody beer
253	451965938	shot of orange schnapps
254	520094760	shot of grapefruit schnapps
255	289750888	fine wine
256	345621185	shot of tomato schnapps
257	313835263	extra-spicy bloody mary
258	964766953	dense meat stack
259	830631869	whitesnake skin
260	298165957	White Citadel fries
261	465306570	White Citadel burger
262	537891622	piece of wedding cake
263	933880844	white chocolate chips
264	258842037	white chocolate chip cookies
265	984448757	white satin pants
266	508523002	white lightning
267	260366136	mullet wig
268	958357633	meat cowboy hat
269	150921200	white sword
270	483845177	white picket fence
271	437207139	enchanted barbell
272	808329045	concentrated magicalness pill
273	332180626	giant moxie weed
274	369846540	Familiar-Gro™ Terrarium
275	187601582	mosquito larva
276	957862893	leprechaun hatchling
277	567949941	extra-strength strongness elixir
278	845914991	jug-o-magicalness
279	220707790	suntan lotion of moxiousness
280	920494634	Pick-O-Matic lockpicks
281	992191060	gasmask
282	893993624	Boris's key
283	127501978	Jarlsberg's key
284	878803045	Sneaky Pete's key
285	751882754	walrus-tusk earring
286	898883905	ring of half-assed regeneration
287	184574890	Boris's ring
288	971320958	potato sprout
289	907293022	Jarlsberg's earring
290	734226282	Sneaky Pete's breath spray
291	715613470	can of maces
292	953637829	rubber axe
293	547395764	chef's hat
294	556027366	pail
295	575092507	demonskin trousers
296	683547457	dungeoneer's dungarees
297	955502325	tamarind-flavored chewing gum
298	278245380	lime-and-chile-flavored chewing gum
299	238820559	pickle-flavored chewing gum
300	653201781	jabañero-flavored chewing gum
301	420577615	flat dough
302	517250862	Knob sausage
303	561848329	Knob mushroom
304	855158494	dry noodles
305	382950400	Knob Goblin harem pants
306	775258484	Knob Goblin harem veil
307	310524159	Knob Goblin perfume
308	316384894	Knob Goblin elite helm
309	378095502	Knob Goblin elite pants
310	239886636	Knob Goblin elite polearm
311	644089348	beans
312	545354650	Knob Goblin visor
313	793902065	Crown of the Goblin King
314	681519618	bean burrito
315	720728989	spicy bean burrito
316	961633058	insanely spicy bean burrito
317	588058950	enchanted bean burrito
318	759065032	spicy enchanted bean burrito
319	530301658	insanely spicy enchanted bean burrito
320	934412894	bat haggis
321	149412351	menudo
322	706554118	goat cheese
323	709742161	plain pizza
324	899272477	sausage pizza
325	260824801	goat cheese pizza
326	824703540	mushroom pizza
327	446235881	goat
328	789501042	bottle of whiskey
329	732846764	goat beard
330	895482437	glass of goat's milk
331	146739596	white Canadian
332	286050768	lemon
333	839503923	lime
334	308344955	sabre teeth
335	875749189	sabre-toothed lime cub
336	447554129	consolation ribbon
337	575900836	big ol' trophy
338	814957844	tenderizing hammer
339	929970195	Cobb's Knob lab key
340	195322551	Knob Goblin steroids
341	354133589	Knob Goblin love potion
342	520398213	Knob Goblin stink bomb
343	539033863	Knob Goblin sharpening spray
344	861990863	Knob Goblin seltzer
345	619512514	Knob Goblin superseltzer
346	632079051	scrumptious reagent
347	334260930	Dyspepsi-Cola
348	304413527	cold ninja mask
349	127995941	icy katana hilt
350	239092439	hot katana blade
351	211176247	icy-hot katana
352	825395282	ninja hot pants
353	767479170	frigid ninja stars
354	556965631	frozen nunchaku
355	567621068	eXtreme scarf
356	496844589	snowboarder pants
357	560199283	Mountain Stream soda
358	124694008	gr8ps
359	722017123	t8r tots
360	825600819	miner's helmet
361	984857229	miner's pants
362	979636979	7-Foot Dwarven mattock
363	122957072	linoleum ore
364	873673118	asbestos ore
365	742497802	chrome ore
366	216588286	linoleum sword hilt
367	352682215	linoleum stick
368	129537220	linoleum crossbow string
369	499995791	asbestos sword hilt
370	153682830	asbestos stick
371	983432397	asbestos crossbow string
372	869589567	chrome sword hilt
373	424084004	chrome stick
374	328326637	chrome crossbow string
375	314903773	linoleum meat stack
376	982075866	asbestos meat stack
377	137403755	chrome meat stack
378	934001263	linoleum sword
379	166398828	linoleum staff
380	341434108	linoleum crossbow
381	529280790	asbestos sword
382	185789106	asbestos staff
383	377418543	asbestos crossbow
384	834797074	chrome sword
385	637033474	chrome staff
386	152287571	chrome crossbow
387	832984520	fuzzy dice
388	696768936	yeti fur
389	915680566	meaty helmet turtle
390	395437933	asbestos helmet turtle
391	784442398	linoleum helmet turtle
392	862749339	chrome helmet turtle
393	933950979	penguin skin
394	851749276	yak skin
395	490634550	hippopotamus skin
396	247576562	penguin shorts
397	409987469	yakskin pants
398	779249570	hippopotamus pants
399	143188181	eXtreme mittens
400	414545502	handful of drink tickets
401	380197839	Knob Kitchen grab-bag
402	286196378	swashbuckling pants
403	791955938	stuffed shoulder parrot
404	192841141	acoustic guitarrr
405	430113055	sunken chest
406	165444668	pirate pelvis
407	511553083	pirate skull
408	530387695	spooky pirate skeleton
409	398925440	vial of patchouli oil
410	500804259	sk8board
411	639174840	charrrm
412	149590413	barrrnacle
413	179192700	charrrm bracelet
414	359712611	crowbarrr
415	984941146	leotarrrd
416	915759234	safarrri hat
417	743257699	henna tattoo
418	874426340	Ferrigno's Elixir of Power
419	868319444	serum of sarcasm
420	811452475	tomato juice of powerful power
421	424855998	philter of phorce
422	310425984	potion of potency
423	733027305	cordial of concentration
424	751589445	ointment of the occult
425	536224886	oil of expertise
426	202508725	potion of temporary gr8tness
427	670936993	box
428	736598885	nothing-in-the-box
429	605678154	beanbag chair
430	265830726	acid-squirting flower
431	441093570	clown shoes
432	338249118	bloody clown pants
433	253886236	long skinny balloon
434	406449839	balloon helmet
435	856145902	balloon sword
436	370126542	balloon monkey
437	482820138	chef skull
438	716787882	chef-in-the-box
439	568182233	bartender skull
440	328537111	bartender-in-the-box
441	702701816	chef-skull-in-the-box
442	539636584	bartender-skull-in-the-box
443	406146954	beer lens
444	466168415	beer goggles
445	511220204	box-in-the-box
446	117944722	nothing-in-the-box-in-the-box
447	617590920	box-in-the-box-in-the-box
448	559287877	foolscap fool's cap
449	979704378	big red clown nose
450	177231839	pretentious paintbrush
451	816440892	pretentious palette
452	482996145	disease
453	160349311	sober pill
454	539522756	rusty screwdriver
455	235938666	jumbo olive
456	617674347	dry martini
457	455873524	ye olde golde frontes
458	488592577	continuum transfunctioner
459	603807622	white pixel
460	942103274	black pixel
461	535888877	red pixel
462	344843384	green pixel
463	131737753	blue pixel
464	968682404	red pixel potion
465	619523877	blue pixel potion
466	809354660	green pixel potion
467	334196995	purple pixel pie
468	433075288	ruby W
469	319727419	wussiness potion
470	770704644	Imp Ale
471	642177415	hot wing
472	548835025	diamond-studded cane
473	792747348	flaming crutch
474	150615628	cast
475	541317067	leather mask
476	513742470	hellion cube
477	957867410	infernal insoles
478	374106144	evil golden arch
479	150248645	dodecagram
480	455935752	box of birthday candles
481	294854152	eldritch butterknife
482	969408234	Mr. Container
483	521931231	Newbiesport™ backpack
484	478166706	hemp backpack
485	997590293	snakehead charrrm
486	898684465	Talisman o' Nam
487	346364457	arrrgyle socks
488	376472670	guitar pick
489	656965977	drab sonata
490	265738225	mesh cap
491	966282326	enormous belt buckle
492	300180264	leather chaps
493	145422886	ketchup hound
494	632654221	batblade
495	364113173	catgut
496	768320436	cat appendix
497	355905324	gnatwing
498	623700077	papaya
499	875981230	denim axe
500	422585008	Elf Farm Raffle ticket
501	555913812	Elfin shortbread
502	860336723	pagoda plans
503	847196738	skewered cat appendix
504	343439352	evil golden arches
505	535404782	gnatwing earring
506	981399515	Hell broth
507	613843741	heavy metal thunderrr guitarrr
508	116717847	heavy metal sonata
509	469912381	Hey Deze nuts
510	256179265	Boris's key lime
511	968182582	Jarlsberg's key lime
512	526869219	Sneaky Pete's key lime
513	251638860	Boris's key lime pie
514	950237356	Jarlsberg's key lime pie
515	929166533	Sneaky Pete's key lime pie
516	515580669	Hey Deze map
517	186323285	bejeweled accordion strap
518	400545756	magical mystery juice
519	582822524	moxie magnet
520	787599360	strange leaflet
521	288628936	kickback cookbook
522	912976257	one-winged stab bat
523	587179830	rewinged stab bat
524	537404035	papaya sling
525	901443551	grue egg
526	538314813	Frobozz Real-Estate Company Instant House (TM)
527	630554300	volleyball
528	952613923	blood-faced volleyball
529	266108177	fertilized ghuol egg
530	821779253	spray paint
531	368427432	special sauce glove
532	804245262	ladle of mystery
533	885780882	Gnollish toolbox
534	736466170	abridged dictionary
535	332282738	bridge
536	797950903	dictionary
537	642200980	pr0n legs
538	624614726	f3d0r4
539	281859974	lowercase N
540	122301916	Tasty Fun Good rice candy
541	703557673	draggin' ball hat
542	141975542	1337 7r0uZ0RZ
543	712518250	Trollhouse cookies
544	977754546	flaming talons
545	472557052	Spam Witch sammich
546	623462590	meat vortex
547	884983980	334 scroll
548	961466781	668 scroll
549	946548439	30669 scroll
550	779856814	33398 scroll
551	271729625	64067 scroll
552	606763046	64735 scroll
553	274168389	31337 scroll
554	914961373	pr0n cocktail
555	875531094	drywall axe
556	621937282	Pine-Fresh air freshener
557	356287876	whiskey and cola
558	825295412	papaya taco
559	234555940	razor-sharp can lid
560	629782245	stalk of asparagus
561	765818337	pregnant mushroom
562	958496801	ratgut
563	415379536	sonar-in-a-biscuit
564	470382184	Mad Train wine
565	215791907	dirty hobo gloves
566	523641844	bum cheek
567	758815451	hermit script
568	703442502	Double Bacon Beelzeburger
569	149932590	Lord of the Flies-sized fries
570	209737031	Brimstone Chicken Sandwich
571	851122901	Jumbo Dr. Lucifer
572	560728646	Childrens' Meal of the Damned
573	437720617	delicious noodles
574	336783365	delicious spicy noodles
575	175830905	painful penne pasta
576	618073477	ravioli della hippy
577	914810053	pr0n m4nic0tti
578	388744461	Hell ramen
579	960148839	boring spaghetti
580	307975549	sauce of the ages
581	190776295	fancy schmancy cheese sauce
582	393494645	Himalayan Hidalgo sauce
583	517296500	fettucini Inconnu
584	710010567	spaghetti with Skullheads
585	866439200	gnocchetti di Nietzsche
586	762459396	ridiculously huge sword
587	629447779	super-spikey hair gel
588	516563740	soft green echo eyedrop antidote
589	395963455	cocoa eggshell fragment
590	732184689	large cocoa eggshell fragment
591	961226683	cocoa egg
592	827600946	tiny house
593	826010619	phonics down
594	176565081	amulet of extreme plot significance
595	112028117	scroll of drastic healing
596	448385490	titanium assault umbrella
597	849663225	Mohawk wig
598	902343064	the Slug Lord's map
599	955446035	pants of the Slug Lord
600	999889384	Dr. Hobo's scalpel
601	950206440	Dr. Hobo's map
602	300611011	Degrassi Knoll shopping list
603	965414342	Item #13
604	207575307	Penultimate Fantasy chest
605	783607250	Tissue Paper Immateria
606	583731799	Tin Foil Immateria
607	389753925	Gauze Immateria
608	825659594	Plastic Wrap Immateria
609	960388756	S.O.C.K.
610	130137455	procrastination potion
611	502767848	heavy D
612	797650610	original G
613	228721882	plot hole
614	371573013	probability potion
615	796698319	chaos butterfly
616	801774935	furry fur
617	893169457	Angry Farmer candy
618	341807797	Mick's IcyVapoHotness Rub
619	595147059	giant needle
620	409210711	thin black candle
621	578117473	Warm Subject gift certificate
622	713613098	awful poetry journal
623	456197349	WA
624	522263123	NG
625	829507844	wang
626	525000782	Wand of Nagamar
627	500974900	ND
628	469374414	metallic A
629	445874895	glowing red eye
630	807305354	photoprotoneutron torpedo
631	243491049	furry pants
632	974234203	disturbing fanfic
633	193102192	wolf mask
634	353896186	cool whip
635	635249410	little paper umbrella
636	126219215	meat globe
637	305442740	cheap toaster
638	969983593	asshat
639	119050756	abominable snowcone
640	493785311	Ent cider
641	931984879	toast
642	950236161	skeleton key
643	590758853	skeleton key ring
644	661741327	Crimbo pressie
645	873683019	wrapping paper
646	854611780	fruitcake
647	800972564	present
648	368788103	Crimbo sword
649	275174604	Crimbo hat
650	612336699	Crimbo pants
651	867530968	exclusive ultra-rare item
652	192605973	quantum egg
653	126122919	intragalactic rowboat
654	943226144	star
655	302848153	line
656	259814104	star chart
657	333225664	star sword
658	270537157	star crossbow
659	835485871	star staff
660	977902571	star pants
661	407493697	star hat
662	836768756	star buckler
663	515344451	star throwing star
664	157267154	star starfish
665	399680481	Richard's star key
666	808699631	steaming evil
667	286327518	giant castle map
668	218938564	spiked femur
669	163909202	ghuol guolash
670	240527102	lihc face
671	173808017	rusty grave robbing shovel
672	134332822	cranberries
673	245514709	vodka and cranberry
674	958994704	whiskey sour
675	163288797	skull of the Bonerdagon
676	688418036	dragonbone belt buckle
677	560508688	badass belt
678	203467233	chest of the Bonerdagon
679	905047062	roll in the hay
680	288721696	slap and tickle
681	618679857	slip 'n' slide
682	116230030	a little sump'm sump'm
683	736898001	horizontal tango
684	187646263	pink pony
685	327955650	Mr. Shirt
686	283500814	enchanted brass knuckles
687	309851427	blood of the Wereseal
688	914417114	pixel hat
689	297004677	pixel pants
690	616270066	pixel sword
691	503819853	digital key
692	948318971	Ascension Souvenir T-Shirt
693	504728716	harem girl t-shirt
694	807479752	Knob Goblin elite shirt
695
696	722153019	frilly shirt
697	554933768	soggy wofl t-shirt
698	420142780	loathing eagle baby-doll shirt
699	350967833	pirate shirt
700	395838802	filthy hippy poncho
701	328500392	floral print shirt
702	520243390	coconut bikini top
703	487916343	goth kid t-shirt
704	114382648	hamethyst
705	584530295	baconstone
706	142164644	porquoise
707	168181838	pork elf goodies sack
708	495202910	ring setting
709	199923803	jewelry-making pliers
710
711	986856176	hamethyst earring
712	511684768	hamethyst necklace
713	514043373	hamethyst bracelet
714	803162824	hamethyst ring
715	182599034	baconstone earring
716	374449878	baconstone pendant
717	804831559	baconstone bracelet
718	308696084	baconstone ring
719	705540477	porquoise eyebrow ring
720	476800282	porquoise necklace
721	318537689	porquoise bracelet
722	393592472	porquoise ring
723	838683264	Knoll mushroom
724	292615821	spooky mushroom
725	873971583	one million meat pancakes
726	520930158	huge mirror shard
727	432887483	hedge maze puzzle
728	749378099	hedge maze key
729	996922408	fishbowl
730	868145891	fishtank
731	522461389	fish hose
732	486093616	hosed tank
733	115616293	hosed fishbowl
734	700927061	makeshift SCUBA gear
735	787370659	easter egg balloon
736	398559215	stone tablet (Sinister Strumming)
737	817866697	stone tablet (Squeezings of Woe)
738	999576980	stone tablet (Really Evil Rhythm)
739	922040325	tambourine bells
740	333874862	tambourine
741	326999380	broken skull
742	383495078	Knoll shroomkabob
743	662946800	stuffed spooky mushroom
744	206943648	can of hair spray
745	946548920	serrated proboscis extension
746	129773162	stat script
747	832516586	Knob Goblin firecracker
748	949980340	gourd potion
749	124162713	warm mushroom
750	157151681	spicy mushroom quesadilla
751	803427040	cool mushroom
752	155211439	cool mushroom casserole
753	668988851	pointy mushroom
754	244869642	cream of pointy mushroom soup
755	779713484	flaming mushroom
756	929856237	frozen mushroom
757	310670799	stinky mushroom
758	668008469	ghost cucumber
759	691490710	dill
760	325388491	vinegar
761	126019535	brine
762	241520013	especially salty dog
763	783150399	ghostly pickling solution
764	705671285	spectral pickle
765	818792452	briny vinegar
766	945074985	ghost pickle on a stick
767	270965643	cologne of contempt
768	676574854	spork
769	347432348	voodoo doll
770	626433571	basic meat fez
771	151683953	tassel
772	494326139	foon
773	449699306	basic meat spork
774	966689856	basic meat foon
775	900411813	Yeti Protest Sign
776	486015986	kneecapping stick
777	697647321	iron pasta spoon
778	312745458	support cummerbund
779	119686265	Mob Penguin cellular phone
780	700840454	scroll of pasta summoning
781	535591885	mafia aria
782	23525325	Mr. Exploiter
783	1261246	'Villa' document
784	35798378	Acqua Del Piatto Merlot
785	488779797	raffle ticket
786	521666	strawberry
787	124295227	bottle of rum
788	400889977	strawberry daiquiri
789	405289977	rum and cola
790	33846846	grog
791	13555353	Mafia bow tie
792	125353	Golden Mr. Accessory
793	1231231234	oil of stability
794	123123333	oil of slipperiness
795	155798378	Acque Luride Grezze Cabernet
796	18847473	cement shoes
797	152547062	rockin' wagon
798	544547062	ocean motion
799	557887062	fuzzbump
800	46522	poutine
801	12312455	Knob stir-fry
802
803
804	15442777	Knoll stir-fry
805	154422237	spooky stir-fry
806	254552237	asparagus stir-fry
807	251212237	olive stir-fry
808	16672335	Knob sausage stir-fry
809	11272335	bat wing stir-fry
810	12572335	rat appendix stir-fry
811	16882335	tofu stir-fry
812	18372335	pr0n stir-fry
813	17775757	Knob sausage chow mein
814	17764757	bat wing chow mein
815	17762757	rat appendix chow mein
816	17792757	tofu chow mein
817	17731257	pr0n chow mein
818	79993334	plus sign
819	300000011	milky potion
820	301004011	swirly potion
821	701200031	bubbly potion
822	371004011	smoky potion
823	307532051	cloudy potion
824	201030011	effervescent potion
825	206200011	fizzy potion
826	407001621	dark potion
827	301022011	murky potion
828	8374657	baby killer bee
829	82346664	anti-anti-antidote
830	90050040	royal jelly
831	1553500054	small box
832	82292246	large box
833	1552553334	vorpal blade
834	892345521	cornuthaum
835	155533321	ring of aggravate monster
836	1885853222	mind flayer corpse
837	354166778	Uovo Marcio Shiraz
838	1004538181	Mafia stogie
839	897666778	Maiali Sifilitici Pinot Noir
840	54538181	Mafia violin case
841	824739977	tomato daiquiri
842	63331253	beertini
843	25581788	salty slug
844	155535035	papaya slung
845	31337	MAHI fez
846		especially homoerotic frat-paddle
847	1997970	heteroerotic frat-paddle
848	10000001	hypodermic needle
849	10616161	Meat detector
850	10045001	many-eyed glasses
851	10012001	prosthetic forehead
852	10047001	tiny shaker of salt
853	72450001	blundarrrbus
854	10230001	sucky decal
855	11234501	tiny balloon knife
856	10007201	shock collar
857	10082001	moonglasses
858	722300001	palm-frond toupee
859	10000411	tiny knife and fork
860	10013401	eye-pod
861	11665621	chocolate spurs
862	11011011	magnifying glass
863	10222201	skewer-mounted razor blade
864	10330001	brass stinger
865	10005201	lead necklace
866	84623514	shaving cream
867	7532159	pine tar
868
869	764985213	forest tears
870	869858134	fetus-smashing club
871	777055201	meatcar model
872	16431643	Time Juice
873	76494676	rolling pin
874	12394676	unrolling pin
875	762223212	crazy bastard sword
876	245686542	incredibly dense meat gem
877	731512144	Talisman of Baio
878	842662481	hypnodisk
879	185274556	goofballs
880	199952990	disbelief suspenders
881	368279831	supportive bra
882	381677222	Blatantly Canadian
883	738043392	maple syrup
884	733635174	los chinos
885	685856324	wooden axe
886	286747072	leaflet
887	202574973	leaf
888	712579122	maple leaf
889	410434849	balaclava
890	276204467	balaclava baklava
891	42967295	Warehouse 23 bling
892	45852585	bugbear-smiting sword
893	623302012	lumbering jack
894	195895878	Dark Jill-O-Lantern
895	837900385	Ms. Accessory
896	120383415	Mr. Accessory Jr.
897	880182702	coffee sprite
898	223008947	Cheshire Bitten
899	182573890	custom avatar form
900	773211838	smile-sharpening stone
901	450885575	miniature espresso maker
902	399901661	100-Watt bulb
903	62255889	Spasmi Dolorosi Del Rene Champagne
904	733314146	old school Mafia knickerbockers
905	905318938	Yummy Tummy bean
906	661544730	Rock Pops
907	318155668	Mr. Mediocrebar
908	131117686	Cold Hots candy
909	604262762	Wint-O-Fresh mint
910	751117717	dwarf bread
911	691129593	Senior Mints
912	333225619	pixellated candy heart
913	613910927	candied kobold
914	816521142	hand turkey outline
915	162202765	candied yam pinky ring
916	869022679	intergalactic pom poms
917	195737706	Mob Penguin protection contract
918	884913918	Radio Free Baseball Cap
919	166988999	Radio Free Pants
920	245928147	Radio Free Foil
921	127729447	radio button candy
922	176622288	severed rocking horse head
923	59731414	broken cellular phone
924	963205814	crimbo elfling
925	271993695	dental pliers
926	666579678	Hawking's Elixir of Brilliance
927	62698889	Ferita Del Petto Zinfandel
928	867530969	fuzzy bracelets
929	24291169	arse-shooting crossbow
930
931	649788552	spiced rum
932	246426544	eggnog
933	6445454	candy cane
934	64545412	gingerbread bugbear
935	452221212	imitation nice watch
936	63338787	Hanukkimbo dreidl
937	95141525	menorette
938	775545454	tiny plastic sword
939	5551212	small Crimbo Pressie
940	18004564	bow
941	34323536	Crimbo stocking
942	572095636	bowler
943	185309304	bow staff
944	167291690	bowlegged pants
945	469024023	skewered jumbo olive
946	363010317	skewered lime
947	238078631	skewered cherry
948	186549211	dirty martini
949	782464981	grogtini
950	136540198	cherry bomb
951	254934249	extra special Crimbo stocking
952	628975784	spooky hockey mask
953	131239995	penguin-smacking club
954	809440678	orphan baby yeti
955	434649239	fez of etymology
956	961007404	carob chunk noodles
957	739096408	chorizo brownies
958	644160867	white chocolate and tomato pizza
959	280269669	flange
960	682567249	clockwork key
961	877401502	silk garter snake
962	317765131	velvet choker
963	597865320	tiny plastic seal clubber
964	249843997	tiny plastic turtle tamer
965	731541833	tiny plastic pastamancer
966	193671774	tiny plastic sauceror
967	882642698	tiny plastic disco bandit
968	672671384	tiny plastic accordion thief
969	965637424	tiny plastic mosquito
970	462631922	tiny plastic leprechaun
971	595845740	tiny plastic levitating potato
972	370331194	tiny plastic angry goat
973	707590378	tiny plastic sabre-toothed lime
974	522875403	tiny plastic fuzzy dice
975	833886917	tiny plastic spooky pirate skeleton
