196	disassembled clover	4	-1
197	rat whisker	0	0
198	rat appendix	0	16
199	shiny ring	8	75
200	rat appendix-kabob	1	51
201	bat wing kabob	1	50
202	carob chunks	1	30
203	herbs	0	32
204	carob chunk cookies	1	52
205	secret blend of herbs and spices	0	33
206	piercing post	0	32
207	hippy herbal tea	1	42
208	patchouli incense stick	0	33
209	wad of tofu	0	35
210	Feng Shui for Big Dumb Idiots	3	33
211	decorative fountain	0	34
212	windchimes	0	32
213	filthy corduroys	10	80
214	filthy knitted dread sack	9	80
215	Uncle Jick's Brownie Mix	0	33
216	carob brownies	1	60
217	herb brownies	1	61
218	hemp bracelet	8	75
219	necklace chain	0	35
220	gnoll teeth	0	12
221	gnoll-tooth necklace	8	85
222	phat turquoise bead	0	31
223	phat turquoise bracelet	8	75
224	eyepatch	9	30
225	tofu casserole	1	107
226	can of Red Minotaur	4	337
227	Kentucky-fried meat sword	12	180
228	Kentucky-fried meat staff	12	180
229	Kentucky-fried meat crossbow	12	180
230	dead guy's watch	8	60
231	Doc Galaktik's Pungent Unguent	4	15
232	Doc Galaktik's Ailment Ointment	4	30
233	Doc Galaktik's Restorative Balm	4	60
234	Doc Galaktik's Homeopathic Elixir	4	120
235	Bigger Bugfinder Blade	12	0
236	cocktailcrafting kit	0	500
237	bottle of gin	2	35
238	bottle of vodka	2	35
239	Orcish baseball cap	9	100
240	Orcish cargo shorts	10	100
241	homoerotic frat-paddle	12	75
242	orange	1	35
243	grapefruit	1	35
244	grapes	1	35
245	olive	1	35
246	tomato	1	35
247	fermenting powder	0	35
248	salty dog	2	65
249	bloody mary	2	65
250	screwdriver	2	65
251	martini	2	65
252	bloody beer	2	60
253	shot of orange schnapps	2	120
254	shot of grapefruit schnapps	2	120
255	fine wine	2	64
256	shot of tomato schnapps	2	120
257	extra-spicy bloody mary	2	66
258	dense meat stack	0	1000
259	whitesnake skin	0	25
260	White Castle fries	1	11
261	White Castle burger	1	12
262	piece of wedding cake	1	12
263	white chocolate chips	1	24
264	white chocolate chip cookies	1	44
265	white satin pants	10	45
266	white lightning	2	15
267	mullet wig	9	45
268	meat cowboy hat	9	150
269	white sword	12	45
270	white picket fence	3	15
271	enchanted barbell	4	125
272	concentrated magicalness pill	4	125
273	giant moxie weed	4	125
274	Familiar-Gro&trade; Terrarium	3	250
275	mosquito larva	5	0
276	leprechaun hatchling	5	6
277	extra-strength strongness elixir	4	150
278	jug-o-magicalness	4	150
279	suntan lotion of moxiousness	4	150
280	Pick-O-Matic lockpicks	0	15
281	gasmask	9	16
282	Boris's key	0	50
283	Jarlsberg's key	0	50
284	Sneaky Pete's key	0	50
285	walrus-tusk earring	8	30
286	ring of half-assed regeneration	8	30
287	Boris's ring	8	50
288	potato sprout	5	17
289	Jarlsberg's earring	8	50
290	Sneaky Pete's breath spray	8	50
291	can of maces	12	55
292	rubber axe	12	45
293	chef's hat	9	45
294	pail	9	35
295	demonskin trousers	10	55
296	dungeoneer's dungarees	10	35
297	tamarind-flavored chewing gum	4	20
298	lime-and-chile-flavored chewing gum	4	20
299	pickle-flavored chewing gum	4	20
300	jaba&ntilde;ero-flavored chewing gum	4	20
301	flat dough	3	35
302	Knob sausage	1	17
303	Knob mushroom	1	16
304	dry noodles	0	1
305	Knob Goblin harem pants	10	27
306	Knob Goblin harem veil	9	28
307	Knob Goblin perfume	3	27
308	Knob Goblin elite helm	9	65
309	Knob Goblin elite pants	10	65
310	Knob Goblin elite polearm	12	65
311	beans	0	23
312	Knob Goblin visor	9	80
313	Crown of the Goblin King	9	110
314	bean burrito	1	54
315	spicy bean burrito	1	55
316	insanely spicy bean burrito	1	150
317	enchanted bean burrito	1	54
318	spicy enchanted bean burrito	1	55
319	insanely spicy enchanted bean burrito	1	152
320	bat haggis	1	106
321	menudo	1	43
322	goat cheese	1	22
323	plain pizza	1	68
324	sausage pizza	1	85
325	goat cheese pizza	1	84
326	mushroom pizza	1	86
327	goat	5	47
328	bottle of whiskey	2	35
329	goat beard	9	45
330	glass of goat's milk	1	23
331	white Canadian	2	53
332	lemon	1	35
333	lime	1	60
334	sabre teeth	12	65
335	sabre-toothed lime cub	5	91
336	consolation ribbon	8	0
337	big ol' trophy	0	0
338	tenderizing hammer	0	500
339	Cobb's Knob lab key	0	0
340	Knob Goblin steroids	4	125
341	Knob Goblin love potion	4	85
342	Knob Goblin stink bomb	0	65
343	Knob Goblin sharpening spray	4	115
344	Knob Goblin seltzer	14	44
345	Knob Goblin superseltzer	14	49
346	scrumptious reagent	0	1
347	Dyspepsi-Cola	14	52
348	cold ninja mask	9	75
349	icy katana hilt	0	64
350	hot katana blade	0	35
351	icy-hot katana	12	105
352	ninja hot pants	10	75
353	frigid ninja stars	0	67
354	frozen nunchaku	12	90
355	eXtreme scarf	9	115
356	snowboarder pants	10	115
357	Mountain Stream soda	14	58
358	gr8ps	1	59
359	t8r tots	1	58
360	miner's helmet	9	90
361	miner's pants	10	90
362	7-Foot Dwarven mattock	12	90
363	linoleum ore	0	50
364	asbestos ore	0	50
365	chrome ore	0	50
366	linoleum sword hilt	0	95
367	linoleum stick	0	95
368	linoleum crossbow string	0	95
369	asbestos sword hilt	0	95
370	asbestos stick	0	95
371	asbestos crossbow string	0	95
372	chrome sword hilt	0	95
373	chrome stick	0	95
374	chrome crossbow string	0	95
375	linoleum meat stack	0	100
376	asbestos meat stack	0	100
377	chrome meat stack	0	100
378	linoleum sword	12	180
379	linoleum staff	12	180
380	linoleum crossbow	12	180
381	asbestos sword	12	180
382	asbestos staff	12	180
383	asbestos crossbow	12	180
384	chrome sword	12	180
385	chrome staff	12	180
386	chrome crossbow	12	180
387	fuzzy dice	5	0
388	yeti fur	0	92
389	meaty helmet turtle	9	65
390	asbestos helmet turtle	9	101
391	linoleum helmet turtle	9	101
392	chrome helmet turtle	9	101
393	penguin skin	0	97
394	yak skin	0	95
395	hippopotamus skin	0	98
396	penguin shorts	10	140
397	yakskin pants	10	142
398	hippopotamus pants	10	141
399	eXtreme mittens	8	115
400	handful of drink tickets	4	90
401	Knob Kitchen grab-bag	4	90
402	swashbuckling pants	10	65
403	stuffed shoulder parrot	8	90
404	acoustic guitarrr	0	49
405	sunken chest	0	48
406	pirate pelvis	0	44
407	pirate skull	0	58
408	spooky pirate skeleton	5	130
409	vial of patchouli oil	0	38
410	sk8board	8	80
411	charrrm	0	47
412	barrrnacle	5	48
413	charrrm bracelet	8	71
414	crowbarrr	12	95
415	leotarrrd	10	100
416	safarrri hat	9	100
417	henna tattoo	4	38
418	arse-a'fire elixir	4	36
419	orangish aphrodisiac	4	36
420	grapefruit juice of powerful power	4	36
421	wrath serum	4	36
422	drab potion	4	36
423	tomato smoothie	4	36
424	cosmic lemonade	4	36
425	equilibrium juice	4	36
426	potion of temporary gr8tness	4	36
427	box	13	19
428	nothing-in-the-box	0	26
429	beanbag chair	3	48
430	acid-squirting flower	8	60
431	clown shoes	8	60
432	bloody clown pants	10	60
433	long skinny balloon	0	22
434	balloon helmet	9	39
435	balloon sword	12	51
436	balloon monkey	5	67
437	chef skull	0	71
438	chef-in-the-box	3	140
439	bartender skull	0	81
440	bartender-in-the-box	3	140
441	chef-skull-in-the-box	0	87
442	bartender-skull-in-the-box	0	78
443	beer lens	0	31
444	beer goggles	8	57
445	box-in-the-box	13	38
446	nothing-in-the-box-in-the-box	0	41
447	box-in-the-box-in-the-box	13	54
448	foolscap fool's cap	9	45
449	big red clown nose	8	25
450	pretentious paintbrush	0	0
451	pretentious palette	0	0
452	disease	0	22
453	sober pill	8	0
454	rusty screwdriver	0	0
455	jumbo olive	1	60
456	dry martini	2	90
457	ye olde golde frontes	8	750
458	continuum transfunctioner	13	0
459	white pixel	0	25
460	black pixel	0	25
461	red pixel	0	25
462	green pixel	0	25
463	blue pixel	0	25
464	red pixel potion	4	50
465	blue pixel potion	14	50
466	green pixel potion	14	50
467	purple pixel pie	1	50
468	ruby W	0	33
469	wussiness potion	3	28
470	Imp Ale	2	35
471	hot wing	1	32
472	diamond-studded cane	12	95
473	flaming crutch	12	65
474	cast	4	32
475	leather mask	9	65
476	hellion cube	0	37
477	infernal insoles	8	65
478	evil golden arch	0	38
479	dodecagram	0	0
480	box of birthday candles	0	0
481	eldritch butterknife	0	0
482	Mr. Container	0	999
483	Newbiesport&trade; backpack	0	75
484	hemp backpack	0	95
485	snakehead charrrm	0	54
486	Talisman o' Nam	8	102
487	arrrgyle socks	8	48
488	guitar pick	0	25
489	drab sonata	0	52
490	mesh cap	9	135
491	enormous belt buckle	0	59
492	leather chaps	10	135
493	ketchup hound	3	52
494	batblade	12	115
495	catgut	0	44
496	cat appendix	0	47
497	gnatwing	0	52
498	papaya	1	32
499	denim axe	12	125
500	Elf Farm Raffle ticket	3	48
501	Elfin shortbread	1	49
502	pagoda plans	0	0
503	skewered cat appendix	1	81
504	evil golden arches	3	68
505	gnatwing earring	8	107
506	Hell broth	1	38
507	heavy metal thunderrr guitarrr	0	87
508	heavy metal sonata	0	94
509	Hey Deze nuts	0	0
510	Boris's key lime	0	98
511	Jarlsberg's key lime	0	98
512	Sneaky Pete's key lime	0	98
513	Boris's key lime pie	1	123
514	Jarlsberg's key lime pie	1	123
515	Sneaky Pete's key lime pie	1	123
516	Hey Deze map	3	0
517	bejeweled accordion strap	8	1000
518	magical mystery juice	14	-50
519	moxie magnet	13	1500
520	strange leaflet	0	0
521	kickback cookbook	13	2000
522	one-winged stab bat	0	140
523	rewinged stab bat	5	148
524	papaya sling	2	57
525	grue egg	5	0
526	Frobozz Real-Estate Company Instant House (TM)	3	0
527	volleyball	3	100
528	blood-faced volleyball	5	101
529	fertilized ghuol egg	5	19
530	spray paint	0	25
531	special sauce glove	8	2500
532	ladle of mystery	8	1500
533	Gnollish toolbox	4	23
534	abridged dictionary	0	0
535	bridge	0	0
536	dictionary	0	0
537	pr0n legs	0	52
538	f3d0r4	9	130
539	lowercase N	0	51
540	Tasty Fun Good rice candy	4	54
541	draggin' ball hat	9	120
542	1337 7r0uZ0RZ	10	130
543	Trollhouse cookies	1	58
544	flaming talons	13	100
545	Spam Witch sammich	1	58
546	meat vortex	0	57
547	334 scroll	0	51
548	668 scroll	3	87
549	30669 scroll	0	55
550	33398 scroll	0	57
551	64067 scroll	0	101
552	64735 scroll	3	0
553	31337 scroll	3	0
554	pr0n cocktail	1	144
555	drywall axe	12	155
556	Pine-Fresh air freshener	8	60
557	whiskey and cola	2	74
558	papaya taco	1	64
559	razor-sharp can lid	0	5
560	stalk of asparagus	1	31
561	pregnant mushroom	5	19
562	ratgut	0	12
563	sonar-in-a-biscuit	3	11
564	Mad Train wine	2	29
565	dirty hobo gloves	8	31
566	bum cheek	9	25
567	hermit script	3	0
568	Double Bacon Beelzeburger	1	31
569	Lord of the Flies-sized fries	1	32
570	Brimstone Chicken Sandwich	1	31
571	Jumbo Dr. Lucifer	1	33
572	Childrens' Meal of the Damned	1	31
573	delicious noodles	1	33
574	delicious spicy noodles	1	33
575	painful penne pasta	1	33
576	ravioli della hippy	1	33
577	pr0n m4nic0tti	1	33
578	Hell ramen	1	61
579	boring spaghetti	1	33
580	sauce of the ages	0	31
581	fancy schmancy cheese sauce	0	31
582	Himalayan Hidalgo sauce	0	31
583	fettucini Inconnu	1	61
584	spaghetti with Skullheads	1	61
585	gnocchetti di Nietzsche	1	61
586	ridiculously huge sword	12	155
587	super-spikey hair gel	4	112
588	soft green echo eyedrop antidote	3	118
589	cocoa eggshell fragment	1	114
590	large cocoa eggshell fragment	1	214
591	cocoa egg	5	403
592	tiny house	14	107
593	phonics down	14	115
594	amulet of extreme plot significance	8	205
595	scroll of drastic healing	3	107
596	titanium assault umbrella	12	155
597	Mohawk wig	9	155
598	the Slug Lord's map	3	0
599	pants of the Slug Lord	10	35
600	Dr. Hobo's scalpel	12	70
601	Dr. Hobo's map	3	0
602	Degrassi Knoll shopping list	0	0
603	Item #13	8	0
604	Penultimate Fantasy chest	4	108
605	Tissue Paper Immateria	0	0
606	Tin Foil Immateria	0	0
607	Gauze Immateria	0	0
608	Plastic Wrap Immateria	0	0
609	S.O.C.K.	0	0
610	procrastination potion	0	138
611	heavy D	0	135
612	original G	0	143
613	plot hole	0	128
614	probability potion	0	128
615	chaos butterfly	0	124
616	furry fur	0	129
617	Angry Farmer candy	4	137
618	Mick's IcyVapoHotness Rub	4	141
619	giant needle	12	165
620	thin black candle	3	144
621	Warm Subject gift certificate	4	141
622	awful poetry journal	0	136
623	WA	0	152
624	NG	0	186
625	wang	0	-1
626	Wand of Nagamar	12	322
627	ND	0	187
628	metallic A	0	129
629	glowing red eye	8	165
630	photoprotoneutron torpedo	0	144
631	furry pants	10	165
632	disturbing fanfic	0	132
633	wolf mask	9	165
634	cool whip	12	25
635	little paper umbrella	12	35
636	meat globe	3	0
637	cheap toaster	3	0
638	asshat	9	45
639	abominable snowcone	1	30
640	Ent cider	1	33
641	toast	1	14
642	skeleton key	0	31
643	skeleton key ring	3	67
644	Crimbo pressie	0	0
645	wrapping paper	0	-1
646	fruitcake	1	-1
647	present	0	-1
648	Crimbo sword	12	-1
649	Crimbo hat	9	-1
650	Crimbo pants	10	-1
651	exclusive ultra-rare item	8	0
652	quantum egg	0	0
653	intragalactic rowboat	0	0
654	star	0	50
655	line	0	50
656	star chart	0	100
657	star sword	12	225
658	star crossbow	12	225
659	star staff	12	225
660	star pants	10	225
661	star hat	9	225
662	star buckler	13	100
663	star throwing star	0	100
664	star starfish	5	100
665	Richard's star key	0	100
666	steaming evil	13	-1
667	giant castle map	3	0
668	spiked femur	12	105
669	ghuol guolash	1	29
670	lihc face	9	95
671	grave robbing shovel	12	80
672	cranberries	1	29
673	vodka and cranberry	2	60
674	whiskey sour	2	65
675	skull of the Bonerdagon	0	0
676	dragonbone belt buckle	0	0
677	badass belt	8	0
678	chest of the Bonerdagon	3	0
679	roll in the hay	2	115
680	slap and tickle	2	115
681	slip 'n' slide	2	115
682	a little sump'm sump'm	2	115
683	horizontal tango	2	115
684	pink pony	2	115
685	Mr. Shirt	11	35
686	enchanted brass knuckles	13	500
687	blood of the Wereseal	4	250
688	pixel hat	9	45
689	pixel pants	10	45
690	pixel sword	12	65
691	digital key	0	65
692	Ascension souvenir t-shirt	11	20
693	harem girl t-shirt	11	30
694	Knob Goblin elite shirt	11	40
695
696	frilly shirt	11	25
697	soggy wofl t-shirt	11	55
698	loathing eagle baby-doll shirt	11	50
699	pirate shirt	11	55
700	filthy hippy poncho	11	45
701	floral print shirt	11	105
702	coconut bikini top	11	105
703	goth kid t-shirt	11	105
704	hamethyst	0	500
705	baconstone	0	500
706	porquoise	0	500
707	pork elf goodies sack	3	100
708	ring setting	0	100
709	jewelry-making pliers	0	-500
710
711	hamethyst earring	8	250
712	hamethyst necklace	8	250
713	hamethyst bracelet	8	250
714	hamethyst ring	8	250
715	baconstone earring	8	250
716	baconstone pendant	8	250
717	baconstone bracelet	8	250
718	baconstone ring	8	250
719	porquoise eyebrow ring	8	250
720	porquoise necklace	8	250
721	porquoise bracelet	8	250
722	porquoise ring	8	250
723	Knoll mushroom	1	15
724	spooky mushroom	1	16
725	one million meat pancakes	0	11
726	huge mirror shard	12	0
727	hedge maze puzzle	3	0
728	hedge maze key	0	0
729	fishbowl	0	0
730	fishtank	0	0
731	fish hose	0	0
732	hosed tank	0	0
733	hosed fishbowl	0	0
734	makeshift SCUBA gear	8	0
735	easter egg balloon	13	0
736	stone tablet (Sinister Strumming)	0	0
737	stone tablet (Squeezings of Woe)	0	0
738	stone tablet (Really Evil Rhythm)	0	0
739	tambourine bells	0	50
740	tambourine	0	65
741	broken skull	0	15
742	Knoll shroomkabob	1	30
743	stuffed spooky mushroom	1	35
744	can of hair spray	4	12
745	serrated proboscis extension	0	30
746	stat script	3	0
747	Knob Goblin firecracker	0	15
748	gourd potion	4	0
749	warm mushroom	0	61
750	spicy mushroom quesadilla	1	0
751	cool mushroom	0	61
752	cool mushroom casserole	1	75
753	pointy mushroom	0	61
754	cream of pointy mushroom soup	1	75
755	flaming mushroom	0	61
756	frozen mushroom	0	61
757	stinky mushroom	0	61
758	ghost cucumber	1	75
759	dill	0	75
760	vinegar	0	77
761	brine	0	77
762	especially salty dog	2	154
763	ghostly pickling solution	0	255
764	spectral pickle	1	352
765	briny vinegar	0	160
766	ghost pickle on a stick	5	450
767	dill potion	4	77
768	spork	12	35
769	voodoo doll	13	25
770	basic meat fez	9	140
771	tassel	0	25
772	foon	13	35
773	basic meat spork	12	140
774	basic meat foon	13	140
775	Yeti Protest Sign	3	0
776	kneecapping stick	12	95
777	iron pasta spoon	12	115
778	support cummerbund	8	105
779	Mob Penguin cellular phone	0	105
780	scroll of pasta summoning	3	150
781	mafia aria	3	110
782	Mr. Exploiter	8	250000000
783	'Villa' document	0	125000000
784	Acqua Del Piatto Merlot	2	-1
785	Mystery Raffle Ticket #5	0	-1
786	strawberry	1	35
787	bottle of rum	2	35
788	strawberry daiquiri	2	65
789	rum and cola	2	75
790	grog	2	78
791	Mafia bow tie	8	-1
792	Golden Mr. Accessory	8	-1
793	potion of chalky equality	4	36
794	alarming strawberry juice	4	36
795	Acque Luride Grezze Cabernet	2	-1
796	cement shoes	8	-1
797	rockin' wagon	2	115
798	ocean motion	2	115
799	fuzzbump	2	115
800	poutine	1	30
801	Knob stir-fry	1	51
802
803
804	Knoll stir-fry	1	52
805	spooky stir-fry	1	50
806	asparagus stir-fry	1	67
807	olive stir-fry	1	71
808	Knob sausage stir-fry	1	70
809	bat wing stir-fry	1	69
810	rat appendix stir-fry	1	68
811	tofu stir-fry	1	105
812	pr0n stir-fry	1	126
813	Knob sausage chow mein	1	72
814	bat wing chow mein	1	73
815	rat appendix chow mein	1	71
816	tofu chow mein	1	109
817	pr0n chow mein	1	130
818	plus sign	3	0
819	milky potion	4	60
820	swirly potion	4	60
821	bubbly potion	4	60
822	smoky potion	4	60
823	cloudy potion	4	60
824	effervescent potion	4	60
825	fizzy potion	4	60
826	dark potion	4	60
827	murky potion	4	60
828	baby killer bee	5	76
829	anti-anti-antidote	3	20
830	royal jelly	1	77
831	small box	4	65
832	large box	4	85
833	vorpal blade	12	100
834	cornuthaum	9	95
835	ring of aggravate monster	8	70
836	mind flayer corpse	1	78
837	Uovo Marcio Shiraz	2	-1
838	Mafia stogie	8	0
839	Maiali Sifilitici Pinot Noir	2	-1
840	Mafia violin case	12	0
841	tomato daiquiri	2	72
842	beertini	2	60
843	salty slug	2	65
844	papaya slung	2	57
845	MAHI fez	9	0
846	especially homoerotic frat-paddle	12	90
847	heteroerotic frat-paddle	12	75
848	hypodermic needle	7	75
849	Meat detector	7	75
850	many-eyed glasses	7	75
851	prosthetic forehead	7	75
852	tiny shaker of salt	7	75
853	blundarrrbus	7	75
854	sucky decal	7	75
855	tiny balloon knife	7	75
856	shock collar	7	75
857	moonglasses	7	75
858	palm-frond toupee	7	75
859	tiny knife and fork	7	75
860	eye-pod	7	75
861	chocolate spurs	7	75
862	magnifying glass	7	75
863	skewer-mounted razor blade	7	75
864	brass stinger	7	75
865	lead necklace	7	75
866	shaving cream	4	35
867	pine tar	4	31
868
869	forest tears	4	33
870	fetus-smashing club	12	0
871	meatcar model	7	75
872	Time Juice	0	0
873	rolling pin	3	250
874	unrolling pin	3	250
875	crazy bastard sword	12	-1
876	incredibly dense meat gem	8	-1
877	Talisman of Baio	8	-1
878	hypnodisk	13	-1
879	goofballs	3	0
880	disbelief suspenders	0	95
881	supportive bra	11	55
882	Blatantly Canadian	14	75
883	maple syrup	1	60
884	los chinos	10	60
885	wooden axe	12	65
886	leaflet	0	87
887	leaf	0	180
888	maple leaf	5	-1
889	balaclava	9	55
890	balaclava baklava	1	65
891	Warehouse 23 bling	8	0
892	bugbear-smiting sword	12	0
893	lumbering jack	2	90
894	Dark Jill-O-Lantern	5	-1
895	Ms. Accessory	8	-1
896	Mr. Accessory Jr.	8	-1
897	coffee sprite	5	-1
898	Cheshire Bitten	5	-1
899	custom avatar form	0	-1
900	smile-sharpening stone	7	75
901	miniature espresso maker	7	75
902	100-Watt bulb	7	75
903	Spasmi Dolorosi Del Rene Champagne	2	-1
904	old school Mafia knickerbockers	10	0
905	Yummy Tummy bean	3	-1
906	Rock Pops	4	-1
907	Mr. Mediocrebar	4	-1
908	Cold Hots candy	4	-1
909	Wint-O-Fresh mint	4	-1
910	dwarf bread	1	-1
911	Senior Mints	4	-1
912	pixellated candy heart	4	-1
913	candied kobold	4	-1
914	hand turkey outline	5	-1
915	candied yam pinky ring	7	75
916	intergalactic pom poms	8	0
917	Mob Penguin protection contract	0	0
918	Radio Free Baseball Cap	9	-1
919	Radio Free Pants	10	-1
920	Radio Free Foil	12	-1
921	radio button candy	1	-1
922	severed rocking horse head	8	-1
923	broken cellular phone	0	-1
924	crimbo elfling	5	-1
925	dental pliers	7	75
926	papotion of papower	4	38
927	Ferita Del Petto Zinfandel	2	-1
928	fuzzy bracelets	8	0
929	arse-shooting crossbow	12	0
930
931	spiced rum	2	35
932	eggnog	2	49
933	candy cane	1	-1
934	gingerbread bugbear	1	-1
935	imitation nice watch	8	-1
936	Hanukkimbo dreidl	5	-1
937	menorette	7	70
938	tiny plastic sword	12	-1
939	small Crimbo Pressie	3	-1
940	bow	0	-1
941	Crimbo stocking	3	-1
942	bowler	9	-1
943	bow staff	12	-1
944	bowlegged pants	10	-1
945	skewered jumbo olive	0	-1
946	skewered lime	0	-1
947	skewered cherry	0	-1
948	dirty martini	2	-1
949	grogtini	2	-1
950	cherry bomb	2	-1
951	extra special Crimbo stocking	3	-1
952	spooky hockey mask	9	-1
953	penguin-smacking club	7	70
954	orphan baby yeti	5	-1
955	fez of etymology	9	142
956	carob chunk noodles	1	75
957	chorizo brownies	1	71
958	white chocolate and tomato pizza	1	62
959	flange	0	10
960	clockwork key	0	100
961	silk garter snake	5	-1
962	velvet choker	7	70
963	tiny plastic seal clubber	8	30
964	tiny plastic turtle tamer	8	30
965	tiny plastic pastamancer	8	30
966	tiny plastic sauceror	8	30
967	tiny plastic disco bandit	8	30
968	tiny plastic accordion thief	8	30
969	tiny plastic mosquito	8	30
970	tiny plastic leprechaun	8	30
971	tiny plastic levitating potato	8	30
972	tiny plastic angry goat	8	30
973	tiny plastic sabre-toothed lime	8	30
974	tiny plastic fuzzy dice	8	30
975	tiny plastic spooky pirate skeleton	8	30
976	tiny plastic barrrnacle	8	30
977	tiny plastic howling balloon monkey	8	30
